experiment_id,scenario,model_name,outer_fold,training_seed,metric,stored,recomputed,difference,match
S0,late_stage,cnn_bilstm,3,72,ordinal_mae,0.2857142857142857,0.2857142857142857,0.0,True
S0,late_stage,cnn_bilstm,3,72,brier_score,0.4517887628923936,0.45178876289239356,5.551115123125783e-17,True
S0,late_stage,cnn_bilstm,3,72,pr_auc_macro,0.8397666439097939,0.8397666439097939,0.0,True
S0,late_stage,cnn_bilstm,3,72,ece_top_label_equal_width_10,0.1941343697290571,0.19413436972905718,8.326672684688674e-17,True
S0,late_stage,cnn_bilstm,3,82,accuracy,0.8888888888888888,0.8888888888888888,0.0,True
S0,late_stage,cnn_bilstm,3,82,macro_f1,0.8666666666666667,0.8666666666666667,0.0,True
S0,late_stage,cnn_bilstm,3,82,weighted_f1,0.8843033509700176,0.8843033509700176,0.0,True
S0,late_stage,cnn_bilstm,3,82,balanced_accuracy,0.8465298142717498,0.8465298142717498,0.0,True
S0,late_stage,cnn_bilstm,3,82,quadratic_weighted_kappa,0.8784789198126206,0.8784789198126206,0.0,True
S0,late_stage,cnn_bilstm,3,82,ordinal_mae,0.1111111111111111,0.1111111111111111,0.0,True
S0,late_stage,cnn_bilstm,3,82,brier_score,0.1904890876463151,0.19048908764631514,5.551115123125783e-17,True
S0,late_stage,cnn_bilstm,3,82,pr_auc_macro,0.963472561036416,0.9634725610364159,1.1102230246251565e-16,True
S0,late_stage,cnn_bilstm,3,82,ece_top_label_equal_width_10,0.0945748156971401,0.09457481569714013,2.7755575615628914e-17,True
S0,late_stage,cnn_bilstm,4,42,accuracy,0.7777777777777778,0.7777777777777778,0.0,True
S0,late_stage,cnn_bilstm,4,42,macro_f1,0.7759734093067427,0.7759734093067427,0.0,True
S0,late_stage,cnn_bilstm,4,42,weighted_f1,0.7788224121557454,0.7788224121557454,0.0,True
S0,late_stage,cnn_bilstm,4,42,balanced_accuracy,0.7917562724014338,0.7917562724014338,0.0,True
S0,late_stage,cnn_bilstm,4,42,quadratic_weighted_kappa,0.7845627747923791,0.7845627747923791,0.0,True
S0,late_stage,cnn_bilstm,4,42,ordinal_mae,0.2222222222222222,0.2222222222222222,0.0,True
S0,late_stage,cnn_bilstm,4,42,brier_score,0.3013883896307565,0.3013883896307564,5.551115123125783e-17,True
S0,late_stage,cnn_bilstm,4,42,pr_auc_macro,0.9082812813004568,0.9082812813004568,0.0,True
S0,late_stage,cnn_bilstm,4,42,ece_top_label_equal_width_10,0.1123600469695197,0.11236004696951975,4.163336342344337e-17,True
S0,late_stage,cnn_bilstm,4,52,accuracy,0.8095238095238095,0.8095238095238095,0.0,True
S0,late_stage,cnn_bilstm,4,52,macro_f1,0.8137341585617448,0.8137341585617448,0.0,True
S0,late_stage,cnn_bilstm,4,52,weighted_f1,0.8083729807867739,0.8083729807867739,0.0,True
S0,late_stage,cnn_bilstm,4,52,balanced_accuracy,0.8473118279569892,0.8473118279569892,0.0,True
S0,late_stage,cnn_bilstm,4,52,quadratic_weighted_kappa,0.8222013170272813,0.8222013170272813,0.0,True
S0,late_stage,cnn_bilstm,4,52,ordinal_mae,0.1904761904761904,0.19047619047619047,5.551115123125783e-17,True
S0,late_stage,cnn_bilstm,4,52,brier_score,0.2802499752513163,0.28024997525131634,5.551115123125783e-17,True
S0,late_stage,cnn_bilstm,4,52,pr_auc_macro,0.9109134005306004,0.9109134005306005,1.1102230246251565e-16,True
S0,late_stage,cnn_bilstm,4,52,ece_top_label_equal_width_10,0.1034926289603823,0.10349262896038237,6.938893903907228e-17,True
S0,late_stage,cnn_bilstm,4,62,accuracy,0.6984126984126984,0.6984126984126984,0.0,True
S0,late_stage,cnn_bilstm,4,62,macro_f1,0.706012506012506,0.706012506012506,0.0,True
S0,late_stage,cnn_bilstm,4,62,weighted_f1,0.6996037472227948,0.6996037472227948,0.0,True
S0,late_stage,cnn_bilstm,4,62,balanced_accuracy,0.7602150537634409,0.7602150537634409,0.0,True
S0,late_stage,cnn_bilstm,4,62,quadratic_weighted_kappa,0.7389312977099236,0.7389312977099236,0.0,True
