run_id,metric_name,dimension,expected,actual,status
final:student_por:random_forest,weighted_f1,overall,0.8932575367484221,0.8932575367484221,PASS
final:student_por:random_forest,precision,Low,0.7477477477477478,0.7477477477477478,PASS
final:student_por:random_forest,recall,Low,0.83,0.83,PASS
final:student_por:random_forest,f1,Low,0.7867298578199052,0.7867298578199052,PASS
final:student_por:random_forest,support,Low,100,100.0,PASS
final:student_por:random_forest,precision,Medium,0.9328358208955224,0.9328358208955224,PASS
final:student_por:random_forest,recall,Medium,0.8971291866028708,0.8971291866028708,PASS
final:student_por:random_forest,f1,Medium,0.9146341463414634,0.9146341463414634,PASS
final:student_por:random_forest,support,Medium,418,418.0,PASS
final:student_por:random_forest,precision,High,0.8897058823529411,0.8897058823529411,PASS
final:student_por:random_forest,recall,High,0.9236641221374046,0.9236641221374046,PASS
final:student_por:random_forest,f1,High,0.906367041198502,0.906367041198502,PASS
final:student_por:random_forest,support,High,131,131.0,PASS
final:student_por:hist_gradient_boosting,accuracy,overall,0.8828967642526965,0.8828967642526965,PASS
