balanced_accuracy,brier,config_hash,dataset,macro_f1,macro_pr_auc,model_id,outer_fold,parameters,runtime_seconds,status,trial
0.8351451858188385,0.17379494602356388,b509e24155bb6b88fc683d721e9d7ca17289e46c7ceb85948a74b1f744e1d264,student_por,0.8413640431444586,0.9042503334730451,xgboost_por,0,"{""colsample_bytree"": 0.85, ""gamma"": 0.3, ""learning_rate"": 0.025, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 200, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.4741498000075808,COMPLETE,0
0.8371411938028704,0.17288646634116847,f0a795e75f22b40c268528464c57e3d3c7a8a338f2e59fc2d54a14231aa9ccb8,student_por,0.8455767129856199,0.9056776101655505,xgboost_por,0,"{""colsample_bytree"": 0.85, ""gamma"": 0.3, ""learning_rate"": 0.025, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 0.7}",0.3215245000028517,COMPLETE,1
0.8466471818268225,0.17330850567433376,96765037537f44b2b91aadcd0eac6f4215829fd71f5ae53154308d2737eb8d38,student_por,0.8489300411337221,0.9114491183193868,xgboost_por,0,"{""colsample_bytree"": 0.7, ""gamma"": 0.3, ""learning_rate"": 0.025, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 320, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""subsample"": 0.85}",0.4244380000018282,COMPLETE,2
0.8321511738427906,0.18065129779005804,81a45b0b69c95984ea8fecbb92bf7479fd84d6574101b6b9c72a12160d1fad17,student_por,0.8351826262445453,0.9086704756225091,xgboost_por,0,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.025, ""max_depth"": 4, ""min_child_weight"": 3, ""n_estimators"": 320, ""reg_alpha"": 0.0, ""reg_lambda"": 0.5, ""subsample"": 0.7}",0.8124629999947501,COMPLETE,3
0.8403098564775212,0.17339632681230546,92e78191f996905ba87a8815735ccb293c1b4b1027de52744d9bced97d7db062,student_por,0.8466821671569447,0.9068376362734188,xgboost_por,0,"{""colsample_bytree"": 0.85, ""gamma"": 0.1, ""learning_rate"": 0.025, ""max_depth"": 3, ""min_child_weight"": 3, ""n_estimators"": 200, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.7}",0.5176321000035387,COMPLETE,4
0.8424805151601559,0.17903967945404858,2212c9705703c804936d841163037d51545df0e946dda512658212ea06b5d876,student_por,0.8455733931973816,0.906063609825185,xgboost_por,0,"{""colsample_bytree"": 0.7, ""gamma"": 0.3, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 320, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.4687551000097301,COMPLETE,5
0.8393118524855052,0.17880066209706497,f9c7e96f5579b70846123ea8e79f2c76404ac67baa67b0102675dfe8d3de2f79,student_por,0.8444088787581183,0.9077438058708825,xgboost_por,0,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 3, ""n_estimators"": 200, ""reg_alpha"": 0.01, ""reg_lambda"": 0.5, ""subsample"": 0.7}",0.4944475000083912,COMPLETE,6
0.8404845071761239,0.1841069325263825,e877869a5df1137a704c30055cceabb90c6d137567e1172ead3d97c0982992dc,student_por,0.8416109935939312,0.9068942114093655,xgboost_por,0,"{""colsample_bytree"": 0.85, ""gamma"": 0.0, ""learning_rate"": 0.1, ""max_depth"": 2, ""min_child_weight"": 6, ""n_estimators"": 320, ""reg_alpha"": 0.0, ""reg_lambda"": 0.5, ""subsample"": 1.0}",0.6686249999911524,COMPLETE,7
0.8381391977948863,0.17698316941282652,3bdba900f6271e8d94dcf6dd059fd406c5809f8aa5213715240837b4b42ce72b,student_por,0.8473522376932562,0.9080113319137434,xgboost_por,0,"{""colsample_bytree"": 0.85, ""gamma"": 0.0, ""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 120, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 0.7}",0.48941009999543894,COMPLETE,8
0.8288019199695847,0.18303881341158945,181e7b3510371c928a13b5d6453d91dacf57f3c40907e51992085c81f26969de,student_por,0.8367655678968879,0.9036723918544459,xgboost_por,0,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.025, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 320, ""reg_alpha"": 0.1, ""reg_lambda"": 0.5, ""subsample"": 1.0}",0.8294134000025224,COMPLETE,9
