candidate_id,seed,outer_fold,class_label,precision,recall,f1,support
M2,155,2,1,0.8235294117647058,0.9032258064516129,0.8615384615384616,31
M2,155,2,2,0.9,0.8181818181818182,0.8571428571428571,11
M2,155,3,0,0.875,1.0,0.9333333333333333,21
M2,155,3,1,0.9333333333333333,0.9032258064516129,0.9180327868852459,31
M2,155,3,2,1.0,0.8181818181818182,0.9,11
M2,155,4,0,0.8181818181818182,0.9,0.8571428571428571,20
M2,155,4,1,0.9,0.8709677419354839,0.8852459016393442,31
M2,155,4,2,1.0,0.9166666666666666,0.9565217391304348,12
N0,42,0,0,0.8181818181818182,0.8571428571428571,0.8372093023255814,21
N0,42,0,1,0.9,0.8709677419354839,0.8852459016393442,31
N0,42,0,2,1.0,1.0,1.0,12
N0,42,1,0,0.875,1.0,0.9333333333333333,21
N0,42,1,1,0.9259259259259259,0.8333333333333334,0.8771929824561403,30
N0,42,1,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,12
N0,42,2,0,1.0,0.6190476190476191,0.7647058823529411,21
N0,42,2,1,0.7435897435897436,0.9354838709677419,0.8285714285714286,31
N0,42,2,2,0.8181818181818182,0.8181818181818182,0.8181818181818182,11
N0,42,3,0,0.875,1.0,0.9333333333333333,21
N0,42,3,1,0.9333333333333333,0.9032258064516129,0.9180327868852459,31
N0,42,3,2,1.0,0.8181818181818182,0.9,11
N0,42,4,0,0.7916666666666666,0.95,0.8636363636363636,20
N0,42,4,1,0.9285714285714286,0.8387096774193549,0.8813559322033898,31
N0,42,4,2,1.0,0.9166666666666666,0.9565217391304348,12
N0,123,0,0,0.76,0.9047619047619048,0.8260869565217391,21
N0,123,0,1,0.8928571428571429,0.8064516129032258,0.847457627118644,31
N0,123,0,2,1.0,0.9166666666666666,0.9565217391304348,12
N0,123,1,0,0.782608695652174,0.8571428571428571,0.8181818181818182,21
N0,123,1,1,0.8214285714285714,0.7666666666666667,0.7931034482758621,30
N0,123,1,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,12
N0,123,2,0,0.8421052631578947,0.7619047619047619,0.8,21
N0,123,2,1,0.8181818181818182,0.8709677419354839,0.84375,31
N0,123,2,2,0.9090909090909091,0.9090909090909091,0.9090909090909091,11
N0,123,3,0,0.8,0.9523809523809523,0.8695652173913043,21
N0,123,3,1,0.7647058823529411,0.8387096774193549,0.8,31
N0,123,3,2,1.0,0.36363636363636365,0.5333333333333333,11
N0,123,4,0,0.875,0.7,0.7777777777777778,20
N0,123,4,1,0.8064516129032258,0.8064516129032258,0.8064516129032258,31
N0,123,4,2,0.75,1.0,0.8571428571428571,12
N0,155,0,0,0.76,0.9047619047619048,0.8260869565217391,21
N0,155,0,1,0.8928571428571429,0.8064516129032258,0.847457627118644,31
N0,155,0,2,1.0,0.9166666666666666,0.9565217391304348,12
N0,155,1,0,0.782608695652174,0.8571428571428571,0.8181818181818182,21
N0,155,1,1,0.8214285714285714,0.7666666666666667,0.7931034482758621,30
N0,155,1,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,12
N0,155,2,0,0.782608695652174,0.8571428571428571,0.8181818181818182,21
N0,155,2,1,0.8620689655172413,0.8064516129032258,0.8333333333333334,31
