domain,model,fold,seed,stage,ap,roc_auc,risk_f1,risk_recall,recall_at_20,n,prevalence
uci,DT,0,2026,S0,0.37018586464224135,0.692722371967655,0.47540983606557374,0.5471698113207547,0.33962264150943394,228,0.2324561403508772
uci,DT,0,2026,S1,0.762312280541456,0.931212938005391,0.7346938775510204,0.6792452830188679,0.6792452830188679,228,0.2324561403508772
uci,DT,0,2026,S2,0.8655047698017657,0.9476010781671159,0.7741935483870968,0.6792452830188679,0.7358490566037735,228,0.2324561403508772
uci,RF,0,2026,S0,0.44811487413193124,0.7325067385444743,0.4117647058823529,0.39622641509433965,0.39622641509433965,228,0.2324561403508772
uci,RF,0,2026,S1,0.7505736090792872,0.9399460916442048,0.7070707070707071,0.660377358490566,0.660377358490566,228,0.2324561403508772
uci,RF,0,2026,S2,0.8857254647586825,0.9623719676549866,0.7526881720430108,0.660377358490566,0.7169811320754716,228,0.2324561403508772
uci,SVM,0,2026,S0,0.4325736806529322,0.7040431266846361,0.4827586206896552,0.5283018867924528,0.41509433962264153,228,0.2324561403508772
uci,SVM,0,2026,S1,0.7151832783121028,0.9202156334231806,0.6526315789473685,0.5849056603773585,0.6037735849056604,228,0.2324561403508772
uci,SVM,0,2026,S2,0.8629158147081165,0.9562264150943397,0.8214285714285714,0.8679245283018868,0.6792452830188679,228,0.2324561403508772
uci,XGB,0,2026,S0,0.41648414506140985,0.7215633423180593,0.5034013605442177,0.6981132075471698,0.3584905660377358,228,0.2324561403508772
uci,XGB,0,2026,S1,0.7157631106444047,0.927978436657682,0.5842696629213483,0.49056603773584906,0.6226415094339622,228,0.2324561403508772
uci,XGB,0,2026,S2,0.8572075708017675,0.9607547169811321,0.8155339805825242,0.7924528301886793,0.7547169811320755,228,0.2324561403508772
uci,CatBoost,0,2026,S0,0.39122450348306737,0.6860377358490566,0.36363636363636365,0.3018867924528302,0.39622641509433965,228,0.2324561403508772
uci,CatBoost,0,2026,S1,0.7581858614837506,0.9380053908355797,0.7450980392156863,0.7169811320754716,0.6981132075471698,228,0.2324561403508772
uci,CatBoost,0,2026,S2,0.8804345235415296,0.9624797843665769,0.7755102040816326,0.7169811320754716,0.7358490566037735,228,0.2324561403508772
uci,MLP,0,2026,S0,0.4148714381030697,0.6779514824797845,0.34146341463414637,0.2641509433962264,0.33962264150943394,228,0.2324561403508772
uci,MLP,0,2026,S1,0.5107484149054498,0.7754177897574124,0.5172413793103449,0.5660377358490566,0.5094339622641509,228,0.2324561403508772
uci,MLP,0,2026,S2,0.8016123013469937,0.9390835579514825,0.7592592592592593,0.7735849056603774,0.6792452830188679,228,0.2324561403508772
uci,LR,1,42,S0,0.46207744820365726,0.6819203268641472,0.47244094488188976,0.5454545454545454,0.36363636363636365,233,0.23605150214592274
uci,LR,1,42,S1,0.7415776707871283,0.9085801838610826,0.6901408450704225,0.8909090909090909,0.6363636363636364,233,0.23605150214592274
uci,LR,1,42,S2,0.881952210813928,0.9495403472931563,0.7252747252747253,0.6,0.7272727272727273,233,0.23605150214592274
uci,DT,1,42,S0,0.4756201743366946,0.7769152196118488,0.5777777777777777,0.7090909090909091,0.38181818181818183,233,0.23605150214592274
uci,DT,1,42,S1,0.7207750379733615,0.9234422880490297,0.7479674796747967,0.8363636363636363,0.6909090909090909,233,0.23605150214592274
uci,DT,1,42,S2,0.8703813115830282,0.9583248212461697,0.7333333333333333,0.6,0.7090909090909091,233,0.23605150214592274
uci,RF,1,42,S0,0.4537102241179363,0.7741573033707865,0.55,0.8,0.38181818181818183,233,0.23605150214592274
uci,RF,1,42,S1,0.6820004381522317,0.9258426966292135,0.7547169811320755,0.7272727272727273,0.6545454545454545,233,0.23605150214592274
uci,RF,1,42,S2,0.9295625755234534,0.9725229826353421,0.8543689320388349,0.8,0.7818181818181819,233,0.23605150214592274
uci,SVM,1,42,S0,0.424410045820931,0.6672114402451481,0.37735849056603776,0.36363636363636365,0.34545454545454546,233,0.23605150214592274
uci,SVM,1,42,S1,0.7017044749122349,0.900408580183861,0.6758620689655173,0.8909090909090909,0.6363636363636364,233,0.23605150214592274
uci,SVM,1,42,S2,0.8841594786206802,0.9570990806945863,0.8032786885245902,0.8909090909090909,0.7272727272727273,233,0.23605150214592274
uci,XGB,1,42,S0,0.46098030663870754,0.7413687436159346,0.46875,0.8181818181818182,0.45454545454545453,233,0.23605150214592274
uci,XGB,1,42,S1,0.731400214628918,0.9249233912155261,0.7603305785123967,0.8363636363636363,0.6727272727272727,233,0.23605150214592274
uci,XGB,1,42,S2,0.9337018765698856,0.9722165474974463,0.8543689320388349,0.8,0.7818181818181819,233,0.23605150214592274
uci,CatBoost,1,42,S0,0.5470529247523863,0.7565883554647599,0.48044692737430167,0.7818181818181819,0.41818181818181815,233,0.23605150214592274
uci,CatBoost,1,42,S1,0.8051119199417551,0.941879468845761,0.7326732673267327,0.6727272727272727,0.6727272727272727,233,0.23605150214592274
uci,CatBoost,1,42,S2,0.9276874227365446,0.9718079673135853,0.8041237113402062,0.7090909090909091,0.7818181818181819,233,0.23605150214592274
uci,MLP,1,42,S0,0.5128385408486398,0.7243105209397344,0.5230769230769231,0.6181818181818182,0.45454545454545453,233,0.23605150214592274
uci,MLP,1,42,S1,0.7364026117586271,0.9032686414708886,0.5476190476190477,0.41818181818181815,0.6,233,0.23605150214592274
uci,MLP,1,42,S2,0.842541670056363,0.9383043922369765,0.7017543859649122,0.7272727272727273,0.6545454545454545,233,0.23605150214592274
uci,LR,1,1201,S0,0.46207744820365726,0.6819203268641472,0.47244094488188976,0.5454545454545454,0.36363636363636365,233,0.23605150214592274
uci,LR,1,1201,S1,0.7415776707871283,0.9085801838610826,0.6901408450704225,0.8909090909090909,0.6363636363636364,233,0.23605150214592274
uci,LR,1,1201,S2,0.881952210813928,0.9495403472931563,0.7252747252747253,0.6,0.7272727272727273,233,0.23605150214592274
uci,DT,1,1201,S0,0.4756201743366946,0.7769152196118488,0.5777777777777777,0.7090909090909091,0.38181818181818183,233,0.23605150214592274
uci,DT,1,1201,S1,0.7207750379733615,0.9234422880490297,0.7479674796747967,0.8363636363636363,0.6909090909090909,233,0.23605150214592274
uci,DT,1,1201,S2,0.8703813115830282,0.9583248212461697,0.7333333333333333,0.6,0.7090909090909091,233,0.23605150214592274
uci,RF,1,1201,S0,0.4650441763318225,0.7798774259448417,0.5605095541401274,0.8,0.38181818181818183,233,0.23605150214592274
uci,RF,1,1201,S1,0.6997850964937158,0.9290091930541369,0.7194244604316546,0.9090909090909091,0.6727272727272727,233,0.23605150214592274
uci,RF,1,1201,S2,0.9260523345460263,0.9720122574055158,0.8440366972477065,0.8363636363636363,0.7636363636363637,233,0.23605150214592274
uci,SVM,1,1201,S0,0.424410045820931,0.6672114402451481,0.37735849056603776,0.36363636363636365,0.34545454545454546,233,0.23605150214592274
uci,SVM,1,1201,S1,0.7017044749122349,0.900408580183861,0.6758620689655173,0.8909090909090909,0.6363636363636364,233,0.23605150214592274
uci,SVM,1,1201,S2,0.8841594786206802,0.9570990806945863,0.8032786885245902,0.8909090909090909,0.7272727272727273,233,0.23605150214592274
uci,XGB,1,1201,S0,0.4736070745302682,0.7628192032686414,0.5081081081081081,0.8545454545454545,0.36363636363636365,233,0.23605150214592274
uci,XGB,1,1201,S1,0.7632386949098922,0.9315628192032687,0.6373626373626373,0.5272727272727272,0.6727272727272727,233,0.23605150214592274
uci,XGB,1,1201,S2,0.9153955038816944,0.9683350357507661,0.8490566037735849,0.8181818181818182,0.7818181818181819,233,0.23605150214592274
uci,CatBoost,1,1201,S0,0.44628946839838846,0.7370786516853932,0.4375,0.38181818181818183,0.43636363636363634,233,0.23605150214592274
uci,CatBoost,1,1201,S1,0.8113833923802275,0.9386108273748723,0.6947368421052632,0.6,0.6727272727272727,233,0.23605150214592274
uci,CatBoost,1,1201,S2,0.9350055470292078,0.9718079673135853,0.8448275862068966,0.8909090909090909,0.7818181818181819,233,0.23605150214592274
uci,MLP,1,1201,S0,0.5004872490645631,0.7326864147088866,0.46808510638297873,0.6,0.41818181818181815,233,0.23605150214592274
uci,MLP,1,1201,S1,0.7915429901569437,0.9134831460674157,0.7131782945736435,0.8363636363636363,0.6363636363636364,233,0.23605150214592274
uci,MLP,1,1201,S2,0.8745860254794395,0.9535240040858018,0.7857142857142857,0.8,0.6727272727272727,233,0.23605150214592274
uci,LR,1,2026,S0,0.46207744820365726,0.6819203268641472,0.47244094488188976,0.5454545454545454,0.36363636363636365,233,0.23605150214592274
uci,LR,1,2026,S1,0.7415776707871283,0.9085801838610826,0.6901408450704225,0.8909090909090909,0.6363636363636364,233,0.23605150214592274
uci,LR,1,2026,S2,0.881952210813928,0.9495403472931563,0.7252747252747253,0.6,0.7272727272727273,233,0.23605150214592274
uci,DT,1,2026,S0,0.4756201743366946,0.7769152196118488,0.5777777777777777,0.7090909090909091,0.38181818181818183,233,0.23605150214592274
uci,DT,1,2026,S1,0.7207750379733615,0.9234422880490297,0.7479674796747967,0.8363636363636363,0.6909090909090909,233,0.23605150214592274
uci,DT,1,2026,S2,0.8703813115830282,0.9583248212461697,0.7333333333333333,0.6,0.7090909090909091,233,0.23605150214592274
uci,RF,1,2026,S0,0.45651189019381166,0.7750766087844739,0.5714285714285714,0.8,0.4,233,0.23605150214592274
uci,RF,1,2026,S1,0.6946672617942145,0.9274770173646578,0.7592592592592593,0.7454545454545455,0.6727272727272727,233,0.23605150214592274
uci,RF,1,2026,S2,0.9262235451970413,0.9711950970377936,0.8598130841121495,0.8363636363636363,0.7818181818181819,233,0.23605150214592274
uci,SVM,1,2026,S0,0.424410045820931,0.6672114402451481,0.37735849056603776,0.36363636363636365,0.34545454545454546,233,0.23605150214592274
uci,SVM,1,2026,S1,0.7017044749122349,0.900408580183861,0.6758620689655173,0.8909090909090909,0.6363636363636364,233,0.23605150214592274
uci,SVM,1,2026,S2,0.8841594786206802,0.9570990806945863,0.8032786885245902,0.8909090909090909,0.7272727272727273,233,0.23605150214592274
uci,XGB,1,2026,S0,0.5119236855814351,0.7855975485188967,0.5294117647058824,0.8181818181818182,0.4727272727272727,233,0.23605150214592274
uci,XGB,1,2026,S1,0.7544559362578933,0.9300306435137895,0.7706422018348624,0.7636363636363637,0.6545454545454545,233,0.23605150214592274
uci,XGB,1,2026,S2,0.9259892972311187,0.9715015321756895,0.8543689320388349,0.8,0.7818181818181819,233,0.23605150214592274
uci,CatBoost,1,2026,S0,0.6191623745932716,0.7986721144024514,0.5426356589147286,0.6363636363636364,0.5272727272727272,233,0.23605150214592274
uci,CatBoost,1,2026,S1,0.7803173191052251,0.9309499489274771,0.7014925373134329,0.8545454545454545,0.6727272727272727,233,0.23605150214592274
uci,CatBoost,1,2026,S2,0.9198566221209525,0.9687436159346272,0.803921568627451,0.7454545454545455,0.7454545454545455,233,0.23605150214592274
uci,MLP,1,2026,S0,0.5029740156113717,0.6722165474974464,0.4460431654676259,0.5636363636363636,0.41818181818181815,233,0.23605150214592274
uci,MLP,1,2026,S1,0.6786378733327794,0.8755873340143003,0.6727272727272727,0.6727272727272727,0.5818181818181818,233,0.23605150214592274
uci,MLP,1,2026,S2,0.8614683013181004,0.9444330949948927,0.7563025210084033,0.8181818181818182,0.7272727272727273,233,0.23605150214592274
uci,LR,2,42,S0,0.4891661903208131,0.7312164579606442,0.44776119402985076,0.5769230769230769,0.4423076923076923,224,0.23214285714285715
uci,LR,2,42,S1,0.7777295306007065,0.9124552772808587,0.672566371681416,0.7307692307692307,0.6153846153846154,224,0.23214285714285715
uci,LR,2,42,S2,0.8722221193226657,0.956618962432916,0.82,0.7884615384615384,0.7307692307692307,224,0.23214285714285715
uci,DT,2,42,S0,0.49403768265553827,0.7555344364937386,0.524390243902439,0.8269230769230769,0.4423076923076923,224,0.23214285714285715
uci,DT,2,42,S1,0.7206668025045686,0.9216793381037568,0.7166666666666667,0.8269230769230769,0.6923076923076923,224,0.23214285714285715
uci,DT,2,42,S2,0.9169662951058567,0.9780858676207513,0.8547008547008547,0.9615384615384616,0.75,224,0.23214285714285715
uci,RF,2,42,S0,0.5528434138960545,0.8114937388193202,0.5694444444444444,0.7884615384615384,0.5192307692307693,224,0.23214285714285715
uci,RF,2,42,S1,0.7052323584263759,0.928108228980322,0.72,0.8653846153846154,0.6730769230769231,224,0.23214285714285715
uci,RF,2,42,S2,0.9057826084845709,0.9737254025044724,0.8468468468468469,0.9038461538461539,0.75,224,0.23214285714285715
uci,SVM,2,42,S0,0.4569391959523268,0.7209302325581395,0.4246575342465753,0.5961538461538461,0.4230769230769231,224,0.23214285714285715
uci,SVM,2,42,S1,0.7982566942373654,0.9200581395348837,0.671875,0.8269230769230769,0.6346153846153846,224,0.23214285714285715
uci,SVM,2,42,S2,0.9057504779949567,0.9683586762075134,0.7751937984496124,0.9615384615384616,0.7307692307692307,224,0.23214285714285715
uci,XGB,2,42,S0,0.49983042879196393,0.7652057245080501,0.5426356589147286,0.6730769230769231,0.46153846153846156,224,0.23214285714285715
uci,XGB,2,42,S1,0.744503679666815,0.9239713774597496,0.7301587301587301,0.8846153846153846,0.6730769230769231,224,0.23214285714285715
uci,XGB,2,42,S2,0.8878020513177493,0.9669051878354205,0.7889908256880734,0.8269230769230769,0.75,224,0.23214285714285715
uci,CatBoost,2,42,S0,0.5468485704347167,0.742061717352415,0.5289256198347108,0.6153846153846154,0.4423076923076923,224,0.23214285714285715
uci,CatBoost,2,42,S1,0.7518402576455069,0.9283318425760286,0.6976744186046512,0.8653846153846154,0.6923076923076923,224,0.23214285714285715
uci,CatBoost,2,42,S2,0.9216666830581715,0.9738372093023255,0.7927927927927928,0.8461538461538461,0.7307692307692307,224,0.23214285714285715
uci,MLP,2,42,S0,0.2532241813815073,0.5292933810375671,0.3142857142857143,0.4230769230769231,0.21153846153846154,224,0.23214285714285715
uci,MLP,2,42,S1,0.6507365595346697,0.8889758497316637,0.6274509803921569,0.6153846153846154,0.5576923076923077,224,0.23214285714285715
uci,MLP,2,42,S2,0.8702354043451137,0.946891771019678,0.7339449541284404,0.7692307692307693,0.6730769230769231,224,0.23214285714285715
uci,LR,2,1201,S0,0.4891661903208131,0.7312164579606442,0.44776119402985076,0.5769230769230769,0.4423076923076923,224,0.23214285714285715
uci,LR,2,1201,S1,0.7777295306007065,0.9124552772808587,0.672566371681416,0.7307692307692307,0.6153846153846154,224,0.23214285714285715
uci,LR,2,1201,S2,0.8722221193226657,0.956618962432916,0.82,0.7884615384615384,0.7307692307692307,224,0.23214285714285715
uci,DT,2,1201,S0,0.49403768265553827,0.7555344364937386,0.524390243902439,0.8269230769230769,0.4423076923076923,224,0.23214285714285715
uci,DT,2,1201,S1,0.7206668025045686,0.9216793381037568,0.7166666666666667,0.8269230769230769,0.6923076923076923,224,0.23214285714285715
uci,DT,2,1201,S2,0.9169662951058567,0.9780858676207513,0.8547008547008547,0.9615384615384616,0.75,224,0.23214285714285715
uci,RF,2,1201,S0,0.5289968235006473,0.8085867620751342,0.5202312138728323,0.8653846153846154,0.5,224,0.23214285714285715
uci,RF,2,1201,S1,0.7038957458688906,0.926990161001789,0.7205882352941176,0.9423076923076923,0.6730769230769231,224,0.23214285714285715
uci,RF,2,1201,S2,0.9048037218945004,0.9739490161001789,0.8545454545454545,0.9038461538461539,0.75,224,0.23214285714285715
uci,SVM,2,1201,S0,0.4569391959523268,0.7209302325581395,0.4246575342465753,0.5961538461538461,0.4230769230769231,224,0.23214285714285715
uci,SVM,2,1201,S1,0.7982566942373654,0.9200581395348837,0.671875,0.8269230769230769,0.6346153846153846,224,0.23214285714285715
uci,SVM,2,1201,S2,0.9057504779949567,0.9683586762075134,0.7751937984496124,0.9615384615384616,0.7307692307692307,224,0.23214285714285715
uci,XGB,2,1201,S0,0.43137970618050936,0.7491055456171735,0.5179856115107914,0.6923076923076923,0.40384615384615385,224,0.23214285714285715
uci,XGB,2,1201,S1,0.7135750914515466,0.9196109123434704,0.7304347826086957,0.8076923076923077,0.6538461538461539,224,0.23214285714285715
uci,XGB,2,1201,S2,0.8878238903708894,0.9647808586762076,0.7894736842105263,0.8653846153846154,0.7115384615384616,224,0.23214285714285715
uci,CatBoost,2,1201,S0,0.5344703183833907,0.7436270125223613,0.5283018867924528,0.5384615384615384,0.4423076923076923,224,0.23214285714285715
uci,CatBoost,2,1201,S1,0.7189237623046323,0.924865831842576,0.7111111111111111,0.9230769230769231,0.6923076923076923,224,0.23214285714285715
uci,CatBoost,2,1201,S2,0.9187769850844407,0.9729427549194991,0.8173913043478261,0.9038461538461539,0.7307692307692307,224,0.23214285714285715
uci,MLP,2,1201,S0,0.5088359202484463,0.7363595706618962,0.5043478260869565,0.5576923076923077,0.40384615384615385,224,0.23214285714285715
uci,MLP,2,1201,S1,0.8140703549048138,0.9274373881932022,0.7154471544715447,0.8461538461538461,0.6538461538461539,224,0.23214285714285715
uci,MLP,2,1201,S2,0.8725854833846469,0.9453264758497316,0.7592592592592593,0.7884615384615384,0.7115384615384616,224,0.23214285714285715
uci,LR,2,2026,S0,0.4891661903208131,0.7312164579606442,0.44776119402985076,0.5769230769230769,0.4423076923076923,224,0.23214285714285715
uci,LR,2,2026,S1,0.7777295306007065,0.9124552772808587,0.672566371681416,0.7307692307692307,0.6153846153846154,224,0.23214285714285715
uci,LR,2,2026,S2,0.8722221193226657,0.956618962432916,0.82,0.7884615384615384,0.7307692307692307,224,0.23214285714285715
uci,DT,2,2026,S0,0.49403768265553827,0.7555344364937386,0.524390243902439,0.8269230769230769,0.4423076923076923,224,0.23214285714285715
uci,DT,2,2026,S1,0.7206668025045686,0.9216793381037568,0.7166666666666667,0.8269230769230769,0.6923076923076923,224,0.23214285714285715
uci,DT,2,2026,S2,0.9169662951058567,0.9780858676207513,0.8547008547008547,0.9615384615384616,0.75,224,0.23214285714285715
uci,RF,2,2026,S0,0.5278972315375692,0.8116055456171735,0.5443786982248521,0.8846153846153846,0.5384615384615384,224,0.23214285714285715
uci,RF,2,2026,S1,0.7382410011938655,0.9312388193202146,0.7230769230769231,0.9038461538461539,0.6730769230769231,224,0.23214285714285715
uci,RF,2,2026,S2,0.8976683059881857,0.9724955277280858,0.831858407079646,0.9038461538461539,0.7307692307692307,224,0.23214285714285715
uci,SVM,2,2026,S0,0.4569391959523268,0.7209302325581395,0.4246575342465753,0.5961538461538461,0.4230769230769231,224,0.23214285714285715
uci,SVM,2,2026,S1,0.7982566942373654,0.9200581395348837,0.671875,0.8269230769230769,0.6346153846153846,224,0.23214285714285715
uci,SVM,2,2026,S2,0.9057504779949567,0.9683586762075134,0.7751937984496124,0.9615384615384616,0.7307692307692307,224,0.23214285714285715
uci,XGB,2,2026,S0,0.4447856963710821,0.7479874776386405,0.4925373134328358,0.6346153846153846,0.4807692307692308,224,0.23214285714285715
uci,XGB,2,2026,S1,0.7168995742384454,0.9116726296958855,0.7226890756302521,0.8269230769230769,0.5961538461538461,224,0.23214285714285715
uci,XGB,2,2026,S2,0.9093271796029081,0.9716010733452594,0.8521739130434782,0.9423076923076923,0.7307692307692307,224,0.23214285714285715
uci,CatBoost,2,2026,S0,0.6112615213546707,0.7788461538461537,0.5714285714285714,0.7692307692307693,0.5384615384615384,224,0.23214285714285715
uci,CatBoost,2,2026,S1,0.7394813337936434,0.9253130590339893,0.7107438016528925,0.8269230769230769,0.6730769230769231,224,0.23214285714285715
uci,CatBoost,2,2026,S2,0.9049532389793146,0.9677996422182469,0.773109243697479,0.8846153846153846,0.7307692307692307,224,0.23214285714285715
uci,MLP,2,2026,S0,0.5206932189743503,0.7151162790697674,0.4909090909090909,0.5192307692307693,0.4423076923076923,224,0.23214285714285715
uci,MLP,2,2026,S1,0.7616138827802231,0.9085420393559929,0.66,0.6346153846153846,0.6346153846153846,224,0.23214285714285715
uci,MLP,2,2026,S2,0.8291132347096842,0.9349284436493739,0.72,0.6923076923076923,0.6346153846153846,224,0.23214285714285715
