domain,model,fold,seed,stage,n_models,accuracy,risk_precision,risk_f1,ap,roc_auc,risk_recall,recall_at_20,threshold,n,prevalence
oulad,SVM,0,2026,75pct,1,0.8745887362105671,0.8821898821898821,0.7971195992485911,0.896813193455015,0.9214553878212117,0.7270131353512279,0.5813820673900628,0.38,5167,0.3388813624927424
oulad,SVM,0,2026,100pct,1,0.9044776119402985,0.9406713505074161,0.8339100346020761,0.9177510889260903,0.9368289175495566,0.7489123679303915,0.6215040397762586,0.33,5025,0.3201990049751244
oulad,XGB,0,2026,20pct,1,0.6674492705014254,0.5762071756137038,0.6829736211031175,0.7717250077308706,0.7956157155958453,0.8383045525902669,0.3944270015698587,0.38,5963,0.4273016937782995
oulad,XGB,0,2026,35pct,1,0.7513061650992685,0.6841673502871206,0.7002518891687658,0.8095217937086516,0.8302877964402005,0.7171109200343938,0.43852106620808257,0.48,5742,0.4050853361198189
oulad,XGB,0,2026,50pct,1,0.8059025891725512,0.7503628447024674,0.7431720172496407,0.8602564094421731,0.8824910607998986,0.7361177028951116,0.5002373042240151,0.48,5523,0.38149556400506973
oulad,XGB,0,2026,75pct,1,0.8718792335978324,0.8439671509791535,0.8014397120575885,0.9022064128380325,0.9251752427853203,0.7629925756710452,0.5819531696173615,0.5,5167,0.3388813624927424
oulad,XGB,0,2026,100pct,1,0.8983084577114427,0.8699460916442049,0.8347882314904623,0.9271868711101443,0.9463807214395605,0.8023617153511498,0.622747047855811,0.44,5025,0.3201990049751244
oulad,CatBoost,0,2026,20pct,1,0.6766728156967969,0.5886727688787186,0.6810059563203177,0.7671699682551134,0.7940632678344455,0.8076923076923077,0.39756671899529045,0.42,5963,0.4273016937782995
oulad,CatBoost,0,2026,35pct,1,0.7473005921281783,0.6757734029730815,0.69865005192108,0.807888834870683,0.8303653234689419,0.7231298366294067,0.4411006018916595,0.48,5742,0.4050853361198189
oulad,CatBoost,0,2026,50pct,1,0.8066268332428028,0.7627718765806778,0.7384916748285995,0.8575858792838801,0.8834616739784527,0.7157095396298054,0.4973896535358329,0.5,5523,0.38149556400506973
oulad,CatBoost,0,2026,75pct,1,0.8724598413005612,0.8709239130434783,0.7955321129382563,0.9000597245046167,0.9244951362687364,0.732153055396916,0.5819531696173615,0.56,5167,0.3388813624927424
oulad,CatBoost,0,2026,100pct,1,0.900497512437811,0.902102973168963,0.8326639892904953,0.9227315408784225,0.943038317834546,0.7731510254816656,0.6215040397762586,0.56,5025,0.3201990049751244
oulad,MLP,0,2026,20pct,1,0.6815361395270837,0.5937590291823173,0.6839740389415876,0.7669107244831792,0.7920592271146549,0.8065149136577708,0.3944270015698587,0.3,5963,0.4273016937782995
oulad,MLP,0,2026,35pct,1,0.7305816788575409,0.63709961281239,0.7005999612928199,0.8075106352717762,0.827756715149587,0.7781599312123818,0.43981083404987104,0.31,5742,0.4050853361198189
oulad,MLP,0,2026,50pct,1,0.8004707586456636,0.7428709521507975,0.7361111111111112,0.8554815235376663,0.8780297969631728,0.7294731846226863,0.4978642619838633,0.37,5523,0.38149556400506973
oulad,MLP,0,2026,75pct,1,0.8730404490032901,0.8752570253598355,0.795638629283489,0.8996551896189369,0.9224793928394213,0.7292975442604226,0.5785265562535694,0.49,5167,0.3388813624927424
oulad,MLP,0,2026,100pct,1,0.9066666666666666,0.96875,0.8339823008849557,0.9257325481408405,0.9449144740576645,0.7321317588564326,0.6233685518955874,0.72,5025,0.3201990049751244
oulad,LR,1,42,20pct,1,0.6734866418667569,0.5849003648610721,0.6833907197901296,0.7628520243422937,0.7911566631740357,0.8217665615141956,0.39313880126182965,0.3,5914,0.4288129861345959
oulad,LR,1,42,35pct,1,0.7526101574942488,0.6749399519615693,0.7069182389937106,0.8025046112722346,0.8301974654973343,0.7420774647887324,0.44058098591549294,0.35,5651,0.40205273402937536
oulad,LR,1,42,50pct,1,0.8093134548131787,0.7723620782003213,0.7357142857142858,0.8469874554928586,0.8735860639791099,0.7023867510959572,0.4943984413054067,0.41,5433,0.3778759433094055
oulad,LR,1,42,75pct,1,0.8684004692999608,0.897378277153558,0.7807103290974259,0.886898787267237,0.9111204384294618,0.6908881199538639,0.5784313725490197,0.51,5114,0.33906922174423154
