dataset,scenario,strategy,model,fold,accuracy,macro_precision,macro_recall,macro_f1,recall_low,f1_low,rmse,r2,mean_confidence
student-mat,late,class_weight,xgboost,1,0.8860759493670886,0.8993105659772326,0.8880946639567329,0.8932042799967329,0.8846153846153846,0.8679245283018868,2.2599988798025676,0.7446658960278392,0.7156751035135004
student-mat,late,class_weight,mlp,1,0.23417721518987342,0.21697746697746698,0.3393043737871324,0.1811895716496814,0.0,0.0,7.605689908702679,-1.8918090170750403,0.5418847541408173
student-mat,late,class_weight,logistic_regression,2,0.7974683544303798,0.7870363269166859,0.8203233548061135,0.7990425032678553,0.8846153846153846,0.8288288288288288,2.8950525235173283,0.5810084421497719,0.6368846988906173
student-mat,late,class_weight,random_forest,2,0.8860759493670886,0.8925948677081776,0.9035849208263002,0.894409155071587,0.9615384615384616,0.8771929824561403,2.2599988798025676,0.7446658960278392,0.8063291139240507
student-mat,late,class_weight,xgboost,2,0.8734177215189873,0.8672945565363598,0.8949269121682915,0.8764521944763994,0.9615384615384616,0.8849557522123894,2.317722037483782,0.7314562320367144,0.6977677575395077
student-mat,late,class_weight,mlp,2,0.18354430379746836,0.06118143459915612,0.3333333333333333,0.10338680926916222,0.0,0.0,8.13425714128256,-2.3077156833345263,0.5463785220234694
student-mat,late,smotenc,logistic_regression,1,0.7151898734177216,0.7024236217784606,0.7485560416594899,0.7149227203408679,0.8076923076923077,0.7924528301886793,3.3505620159586376,0.4387870298381408,0.6713012164784774
student-mat,late,smotenc,random_forest,1,0.8417721518987342,0.8681318681318682,0.8381388726216312,0.851270468661773,0.7692307692307693,0.8,2.675782152302814,0.6420734756895824,0.8324894514767932
student-mat,late,smotenc,xgboost,1,0.879746835443038,0.896474358974359,0.8745191590019177,0.8844854720650899,0.8653846153846154,0.8653846153846154,2.301966688054237,0.735094822118102,0.7291012808114667
student-mat,late,smotenc,mlp,1,0.43670886075949367,0.46445571637804767,0.4304718270235512,0.4277197057684863,0.4230769230769231,0.5238095238095238,5.281625660746241,-0.3945291985840138,0.40770956035965566
student-mat,late,smotenc,logistic_regression,2,0.810126582278481,0.7925558312655087,0.8158106261554536,0.7997529033852236,0.9615384615384616,0.8771929824561403,2.721224594027336,0.6298130091109935,0.6689068423772775
student-mat,late,smotenc,random_forest,2,0.8607594936708861,0.8685956444577134,0.881184907046976,0.8679385488853636,0.9807692307692307,0.864406779661017,2.471995043213252,0.6945166327321917,0.8236286919831223
student-mat,late,smotenc,xgboost,2,0.8987341772151899,0.9164165319787578,0.9050776809397499,0.9074340631862756,0.9615384615384616,0.8849557522123894,2.14616230938572,0.7697405276756628,0.7076086771639087
student-mat,late,smotenc,mlp,2,0.18354430379746836,0.06118143459915612,0.3333333333333333,0.10338680926916222,0.0,0.0,8.13425714128256,-2.3077156833345263,0.5363822451745376
student-mat,late,random_oversampling,logistic_regression,1,0.740506329113924,0.7336503366141097,0.7996170496170496,0.7468021906618398,0.7884615384615384,0.780952380952381,3.252554984016509,0.47113884164873987,0.6656231940318984
student-mat,late,random_oversampling,random_forest,1,0.8227848101265823,0.8392750332637541,0.8230706075533663,0.8300239234449761,0.75,0.7878787878787878,2.8022933645972583,0.6074277701320214,0.8206751054852321
student-mat,late,random_oversampling,xgboost,1,0.8924050632911392,0.9040817532045602,0.8945049203669893,0.8986549967858378,0.9038461538461539,0.8785046728971962,2.1903123874074173,0.7601694537659257,0.7267999852759929
student-mat,late,random_oversampling,mlp,1,0.43037974683544306,0.4438239259667831,0.4231400783124921,0.42144338162737977,0.46153846153846156,0.5393258426966292,5.181515344551513,-0.3421651413257827,0.38827747002660756
student-mat,late,random_oversampling,logistic_regression,2,0.7974683544303798,0.7853990236903258,0.8131581062615546,0.7961116541761702,0.8846153846153846,0.8363636363636363,2.8744839933191666,0.5869409259781214,0.6614428462950895
student-mat,late,random_oversampling,random_forest,2,0.879746835443038,0.8871645432366494,0.8920906679527368,0.8861464004839684,0.9615384615384616,0.8771929824561403,2.301966688054237,0.735094822118102,0.8172995780590717
student-mat,late,random_oversampling,xgboost,2,0.8670886075949367,0.8584513164431198,0.890597907839287,0.8689957746450357,0.9615384615384616,0.8849557522123894,2.3586629982344887,0.7218851581269772,0.7033105188909965
student-mat,late,random_oversampling,mlp,2,0.18354430379746836,0.06118143459915612,0.3333333333333333,0.10338680926916222,0.0,0.0,8.13425714128256,-2.3077156833345263,0.5357071418984862
