interactions,learning_rate,max_bins,max_rounds,min_samples_leaf,config_id,ndcg_at_3,exact_best_top1,pairwise_accuracy,query_count,elapsed_seconds
10,0.025,256,2000,5,006dc25cbe9c,0.9719096295324278,0.8,0.8531175059952039,300,89.23897099494934
10,0.025,256,5000,5,aa911ab17993,0.9719096295324278,0.8,0.8531175059952039,300,90.0416145324707
10,0.025,256,10000,5,17efe8b81a6f,0.9719096295324278,0.8,0.8531175059952039,300,89.83092713356018
3,0.01,256,10000,20,718736aadd16,0.9718643905147346,0.7933333333333333,0.8523409363745498,300,121.26271367073059
10,0.05,128,2000,2,1ecbbc53fa79,0.9718570632583639,0.8066666666666666,0.8513189448441247,300,77.9003472328186
10,0.05,128,5000,2,973016d15ad3,0.9718570632583639,0.8066666666666666,0.8513189448441247,300,78.6214554309845
10,0.05,128,10000,2,6917d2ec5a89,0.9718570632583639,0.8066666666666666,0.8513189448441247,300,78.59782290458679
5,0.01,128,2000,5,ef6451db6909,0.9718523328134271,0.8033333333333333,0.8573996405032954,300,100.18629956245422
3,0.01,128,5000,20,6e113d36c188,0.9718148031729178,0.7966666666666666,0.8518296340731853,300,99.37315773963928
3,0.01,128,10000,20,e87359e707e8,0.9718148031729178,0.7966666666666666,0.8518296340731853,300,124.4605040550232
3,0.01,256,5000,2,b680e71c217c,0.9718068368905903,0.7866666666666666,0.862297053517739,300,99.75509643554688
3,0.01,128,2000,20,33b99101b5e1,0.9717982235449267,0.7933333333333333,0.8512297540491902,300,59.27295231819153
