model_id,model_family,prediction_stage,code_module,code_presentation,eligible,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,risk_precision,risk_recall,risk_f1,not_risk_precision,not_risk_recall,not_risk_f1,specificity,pr_auc,roc_auc,brier,nll,ece,tn,fp,fn,tp,eligible_count,positive_count,negative_count,coverage
decision_tree_oulad,decision_tree,E1_EARLY_20PCT,FFF,2013B,True,0.6416309012875536,0.6063355625817345,0.7051809292613103,0.6063355625817345,0.5728454829378606,0.5907468574103297,0.7962085308056872,0.268370607028754,0.4014336917562724,0.6141533277169334,0.944300518134715,0.7442572741194488,0.944300518134715,0.6625071913395902,0.6788868380539325,0.24359730649186642,1.0279419360933324,0.12972312532456262,729,43,458,168,1398,626,772,1.0
decision_tree_oulad,decision_tree,E1_EARLY_20PCT,FFF,2013J,True,0.6930073905628198,0.6448077652193049,0.7489051128155348,0.6448077652193049,0.6318360677087371,0.655468503455712,0.8338870431893688,0.33873144399460187,0.4817658349328215,0.663923182441701,0.9508840864440079,0.7819063004846527,0.9508840864440079,0.7174473439105065,0.7503380447491708,0.20599677872426808,0.8456037027908027,0.11676093902171433,968,50,490,251,1759,741,1018,1.0
decision_tree_oulad,decision_tree,E1_EARLY_20PCT,FFF,2014B,True,0.6363636363636364,0.6335106638197826,0.6804105747722631,0.6335106638197826,0.6098675914249685,0.6110119388807914,0.7667844522968198,0.38003502626970226,0.5081967213114754,0.5940366972477065,0.886986301369863,0.7115384615384616,0.886986301369863,0.6794427452401636,0.7054734544058728,0.24289944464422814,1.1981521794447367,0.133603849456262,518,66,354,217,1155,571,584,1.0
decision_tree_oulad,decision_tree,E1_EARLY_20PCT,GGG,2013J,True,0.6261363636363636,0.5212607691624478,0.5566777654458009,0.5212607691624478,0.4760378529713569,0.5499717265897891,0.47058823529411764,0.12345679012345678,0.19559902200489,0.6427672955974842,0.9190647482014388,0.7564766839378239,0.9190647482014388,0.4305361571463425,0.5905719868549604,0.28230663646198106,1.2980844778962461,0.1938383208379184,511,45,284,40,880,324,556,1.0
decision_tree_oulad,decision_tree,E1_EARLY_20PCT,GGG,2014B,True,0.592071611253197,0.5092878622197923,0.525034539928157,0.5092878622197923,0.45234127846603395,0.5096484022926678,0.44155844155844154,0.10967741935483871,0.17571059431524547,0.6085106382978723,0.9088983050847458,0.7289719626168224,0.9088983050847458,0.46481878129108056,0.5936201476216512,0.28955803343935743,1.386055314745764,0.20744617049938802,429,43,276,34,782,310,472,1.0
decision_tree_oulad,decision_tree,E2_EARLY_35PCT,AAA,2013J,True,0.8119402985074626,0.6077559005427237,0.6447033898305085,0.6077559005427237,0.6202839099692341,0.7982505564690178,0.425,0.2982456140350877,0.35051546391752575,0.864406779661017,0.9172661870503597,0.8900523560209425,0.9172661870503597,0.35561547043397773,0.670547772308469,0.18393437260768064,0.9996491333026651,0.18631292970235144,255,23,40,17,335,57,278,1.0
decision_tree_oulad,decision_tree,E2_EARLY_35PCT,BBB,2013B,True,0.7163120567375887,0.6801615030948605,0.7618038226586886,0.6801615030948605,0.6755077383349635,0.6915030311487925,0.8415841584158416,0.4200988467874794,0.5604395604395604,0.6820234869015357,0.9402241594022416,0.7905759162303665,0.9402241594022416,0.7379031826710267,0.753037928197595,0.1988310641005677,0.8890904359748016,0.09733471642418443,755,48,352,255,1410,607,803,1.0
decision_tree_oulad,decision_tree,E2_EARLY_35PCT,BBB,2013J,True,0.726266744321491,0.6752297410192147,0.7190699481397156,0.6752297410192147,0.6819377835794307,0.7113290602024815,0.7046511627906977,0.46904024767801855,0.5631970260223048,0.7334887334887334,0.8814192343604108,0.8006785411365565,0.8814192343604108,0.6604040978717778,0.738478982924439,0.21417202703091726,1.0900207269675555,0.136969618228054,944,127,343,303,1717,646,1071,1.0
decision_tree_oulad,decision_tree,E2_EARLY_35PCT,BBB,2014B,True,0.734375,0.6932956653735874,0.7474780011156898,0.6932956653735874,0.6981992677201354,0.7184783005421023,0.7737704918032787,0.4816326530612245,0.5937106918238994,0.721185510428101,0.9049586776859504,0.8026878436163715,0.9049586776859504,0.6853831273890907,0.7541575307809074,0.20423173283213902,1.000396753436022,0.12265901849889843,657,69,254,236,1216,490,726,1.0
decision_tree_oulad,decision_tree,E2_EARLY_35PCT,CCC,2014B,True,0.6831932773109244,0.6723668383904864,0.6960474308300395,0.6723668383904864,0.6686874445664608,0.6732314403659314,0.7324675324675325,0.5071942446043165,0.5993623804463337,0.6596273291925466,0.8375394321766562,0.7380125086865879,0.8375394321766562,0.7195740806622863,0.729651294737081,0.2305705368206112,1.0256480137335882,0.14785275780285068,531,103,274,282,1190,556,634,1.0
decision_tree_oulad,decision_tree,E2_EARLY_35PCT,DDD,2013B,True,0.6263736263736264,0.6313666283231083,0.6608391608391608,0.6313666283231083,0.6103485457830623,0.608532896258023,0.7412587412587412,0.4140625,0.531328320802005,0.5804195804195804,0.8486707566462167,0.6893687707641196,0.8486707566462167,0.7115514558321241,0.7081615861451941,0.23599822777308874,1.0711333987852218,0.1278355151329233,415,74,300,212,1001,512,489,1.0
decision_tree_oulad,decision_tree,E2_EARLY_35PCT,DDD,2013J,True,0.7247278382581649,0.7110435491128434,0.7493999936765801,0.7110435491128434,0.7084348460976828,0.7135800015167825,0.8113695090439277,0.5277310924369748,0.639511201629328,0.6874304783092324,0.894356005788712,0.7773584905660378,0.894356005788712,0.7663144639550619,0.7657784966374395,0.2047020979244646,0.9612435818736939,0.12660663325809632,618,73,281,314,1286,595,691,1.0
decision_tree_oulad,decision_tree,E2_EARLY_35PCT,DDD,2014B,True,0.7244897959183674,0.724012937401977,0.7606679035250463,0.724012937401977,0.7143088509191027,0.7144464312569306,0.8571428571428571,0.5370843989769821,0.660377358490566,0.6641929499072357,0.910941475826972,0.7682403433476395,0.910941475826972,0.7926296793020882,0.7817496729856894,0.19303813723979552,0.7319787641046708,0.10896416628749585,358,35,181,210,784,391,393,1.0
decision_tree_oulad,decision_tree,E2_EARLY_35PCT,EEE,2013J,True,0.7860026917900403,0.7195526302766369,0.7699421965317919,0.7195526302766369,0.7342040430630083,0.7751060248322196,0.7398843930635838,0.5289256198347108,0.6168674698795181,0.8,0.9101796407185628,0.8515406162464986,0.9101796407185628,0.6947456971097012,0.7753748700945218,0.18460339995681593,0.9837737918858365,0.1290180011595125,456,45,114,128,743,242,501,1.0
