candidate_id,forecast_id,scope,seed,class_name,precision,recall,f1,support
C-H0,F2_MIDDLE,development_oof,42,at_risk,0.8175977155095484,0.7487741091860085,0.7816739186076274,6118
C-H0,F2_MIDDLE,future_presentation,42,not_at_risk,0.8887709615792825,0.7674120234604106,0.8236451263892988,5456
C-H0,F2_MIDDLE,future_presentation,42,at_risk,0.63249348392702,0.8064992614475628,0.7089758156143483,2708
C-H0,F3_LATE,development_oof,42,not_at_risk,0.8885627530364373,0.9480561555075594,0.9173458725182864,9260
C-H0,F3_LATE,development_oof,42,at_risk,0.8969800813878774,0.7918321043675554,0.8411327575818437,5289
C-H0,F3_LATE,future_presentation,42,not_at_risk,0.9055340148043708,0.9417155425219942,0.9232704402515723,5456
C-H0,F3_LATE,future_presentation,42,at_risk,0.8359979370809696,0.75150672229949,0.79150390625,2157
C-H1,F1_EARLY,development_oof,42,not_at_risk,0.7501845407571444,0.7685825410544511,0.7592721063023641,9256
C-H1,F1_EARLY,development_oof,42,at_risk,0.6975857687420585,0.675923392612859,0.6865837559924963,7310
C-H1,F1_EARLY,future_presentation,42,not_at_risk,0.7566759239478744,0.6491935483870968,0.6988260826674558,5456
C-H1,F1_EARLY,future_presentation,42,at_risk,0.5499647307782741,0.6725129384703853,0.6050963652826283,3478
C-H1,F2_MIDDLE,development_oof,42,not_at_risk,0.8568469254252071,0.8487041036717062,0.8527560763888888,9260
C-H1,F2_MIDDLE,development_oof,42,at_risk,0.7742507251047374,0.7853873814972213,0.7797792924375203,6118
C-H1,F2_MIDDLE,future_presentation,42,not_at_risk,0.8629077880445031,0.8387096774193549,0.8506366762710289,5456
C-H1,F2_MIDDLE,future_presentation,42,at_risk,0.6924152394267739,0.731536189069424,0.711438319267373,2708
C-H1,F3_LATE,development_oof,42,not_at_risk,0.8918527708850289,0.9315334773218142,0.9112613564335517,9260
C-H1,F3_LATE,development_oof,42,at_risk,0.8700020504408448,0.8022310455662696,0.8347432618532363,5289
C-H1,F3_LATE,future_presentation,42,not_at_risk,0.9038770770055387,0.9272360703812317,0.9154075816520402,5456
C-H1,F3_LATE,future_presentation,42,at_risk,0.8030753968253969,0.750579508576727,0.7759405703330937,2157
C-H2,F1_EARLY,development_oof,42,not_at_risk,0.7619047619047619,0.7986171132238548,0.7798290958961915,9256
C-H2,F1_EARLY,development_oof,42,at_risk,0.7284382284382285,0.6839945280437757,0.7055171440666008,7310
C-H2,F1_EARLY,future_presentation,42,not_at_risk,0.7953958186516326,0.6206011730205279,0.6972099248429939,5456
C-H2,F1_EARLY,future_presentation,42,at_risk,0.5574085952533675,0.749568717653824,0.6393623543838136,3478
C-H2,F2_MIDDLE,development_oof,42,not_at_risk,0.8583992963940194,0.8431965442764578,0.850730006537372,9260
C-H2,F2_MIDDLE,development_oof,42,at_risk,0.7688634192932188,0.7894736842105263,0.7790322580645161,6118
C-H2,F2_MIDDLE,future_presentation,42,not_at_risk,0.871531736982136,0.8405425219941349,0.8557566710207128,5456
C-H2,F2_MIDDLE,future_presentation,42,at_risk,0.7002067539627843,0.7503692762186115,0.7244206773618538,2708
C-H2,F3_LATE,development_oof,42,not_at_risk,0.9031635388739946,0.9095032397408207,0.9063223029324724,9260
C-H2,F3_LATE,development_oof,42,at_risk,0.8395865237366003,0.8292682926829268,0.8343955103205555,5289
C-H2,F3_LATE,future_presentation,42,not_at_risk,0.8917329643721895,0.9450146627565983,0.9176009966186154,5456
C-H2,F3_LATE,future_presentation,42,at_risk,0.8361551064991808,0.7097821047751507,0.7678034102306921,2157
C-L0,F1_EARLY,development_oof,42,not_at_risk,0.7540626238604835,0.8221694036300777,0.7866446144304321,9256
C-L0,F1_EARLY,development_oof,42,at_risk,0.7457522397281433,0.6604651162790698,0.7005223447475334,7310
C-L0,F1_EARLY,future_presentation,42,not_at_risk,0.757,0.6937316715542522,0.7239862280030605,5456
C-L0,F1_EARLY,future_presentation,42,at_risk,0.5752414844941536,0.6506612995974698,0.6106314085267135,3478
C-L0,F2_MIDDLE,development_oof,42,not_at_risk,0.8405050505050505,0.8985961123110151,0.868580375782881,9260
C-L0,F2_MIDDLE,development_oof,42,at_risk,0.8285870755750274,0.7419091206276561,0.7828561572956192,6118
C-L0,F2_MIDDLE,future_presentation,42,not_at_risk,0.8695448146410136,0.6792521994134897,0.7627083762090965,5456
C-L0,F2_MIDDLE,future_presentation,42,at_risk,0.5515120451050743,0.794682422451994,0.6511346444780636,2708
C-L0,F3_LATE,development_oof,42,not_at_risk,0.8836206896551724,0.9519438444924406,0.9165107090871283,9260
C-L0,F3_LATE,development_oof,42,at_risk,0.9026897004154821,0.7804878048780488,0.83715270736159,5289
C-L0,F3_LATE,future_presentation,42,not_at_risk,0.8811630847029077,0.7664956011730205,0.8198392472064301,5456
C-L0,F3_LATE,future_presentation,42,at_risk,0.5556330659225671,0.7385257301808067,0.634156050955414,2157
C-L1,F1_EARLY,development_oof,42,not_at_risk,0.7453599836834591,0.7896499567847882,0.7668660161578008,9256
C-L1,F1_EARLY,development_oof,42,at_risk,0.71198224852071,0.6584131326949384,0.6841506751954514,7310
C-L1,F1_EARLY,future_presentation,42,not_at_risk,0.7477310231023102,0.6644061583577713,0.703610248447205,5456
C-L1,F1_EARLY,future_presentation,42,at_risk,0.5518844836025453,0.6483611270845313,0.5962453728186144,3478
C-L1,F2_MIDDLE,development_oof,42,not_at_risk,0.8373475763378011,0.8973002159827214,0.86628785904186,9260
C-L1,F2_MIDDLE,development_oof,42,at_risk,0.8256645279560036,0.7361882968290291,0.7783634321265014,6118
C-L1,F2_MIDDLE,future_presentation,42,not_at_risk,0.8719356736615023,0.8148826979472141,0.8424443391757461,5456
C-L1,F2_MIDDLE,future_presentation,42,at_risk,0.6704730831973899,0.7588626292466765,0.711934869218777,2708
C-L1,F3_LATE,development_oof,42,not_at_risk,0.8932089708656467,0.9204103671706263,0.9066056802467822,9260
C-L1,F3_LATE,development_oof,42,at_risk,0.8528060714999002,0.8073359803365475,0.8294483294483295,5289
C-L1,F3_LATE,future_presentation,42,not_at_risk,0.9143867485576028,0.9004765395894428,0.9073783359497645,5456
C-L1,F3_LATE,future_presentation,42,at_risk,0.7575892857142857,0.7867408437644877,0.7718899249488288,2157
C-M0,F1_EARLY,development_oof,42,not_at_risk,0.7521435692921237,0.8150388936905791,0.7823291506792492,9256
C-M0,F1_EARLY,development_oof,42,at_risk,0.7380660954712362,0.6599179206566348,0.6968077423082478,7310
C-M0,F1_EARLY,future_presentation,42,not_at_risk,0.7520967427345426,0.7067448680351907,0.7287158650666162,5456
C-M0,F1_EARLY,future_presentation,42,at_risk,0.5797215655371684,0.6345600920069006,0.6059025394646534,3478
C-M0,F2_MIDDLE,development_oof,42,not_at_risk,0.8483116883116883,0.8817494600431965,0.8647074397670108,9260
C-M0,F2_MIDDLE,development_oof,42,at_risk,0.8096645228576395,0.7613599215429879,0.7847696066043299,6118
C-M0,F2_MIDDLE,future_presentation,42,not_at_risk,0.87451057165231,0.8187316715542522,0.845702385460053,5456
C-M0,F2_MIDDLE,future_presentation,42,at_risk,0.6763743455497382,0.7632939438700148,0.7172102706453851,2708
C-M0,F3_LATE,development_oof,42,not_at_risk,0.8950322178341301,0.9300215982721383,0.9121915051371676,9260
C-M0,F3_LATE,development_oof,42,at_risk,0.8684798051552669,0.8090376252599736,0.8377055599060298,5289
C-M0,F3_LATE,future_presentation,42,not_at_risk,0.9053265231667275,0.9096407624633431,0.9074785152678735,5456
C-M0,F3_LATE,future_presentation,42,at_risk,0.7686532144533083,0.7593880389429764,0.7639925373134329,2157
C-O0,F1_EARLY,development_oof,42,not_at_risk,0.5587347579379451,1.0,0.7169080628921075,9256
C-O0,F1_EARLY,development_oof,42,at_risk,0.0,0.0,0.0,7310
C-O0,F1_EARLY,future_presentation,42,not_at_risk,0.6107006939780614,1.0,0.7583043780403058,5456
C-O0,F1_EARLY,future_presentation,42,at_risk,0.0,0.0,0.0,3478
C-O0,F2_MIDDLE,development_oof,42,not_at_risk,0.6021589283391858,1.0,0.751684389966718,9260
C-O0,F2_MIDDLE,development_oof,42,at_risk,0.0,0.0,0.0,6118
C-O0,F2_MIDDLE,future_presentation,42,not_at_risk,0.6682998530132288,1.0,0.8011747430249633,5456
C-O0,F2_MIDDLE,future_presentation,42,at_risk,0.0,0.0,0.0,2708
C-O0,F3_LATE,development_oof,42,not_at_risk,0.6364698604715101,1.0,0.7778571128564828,9260
C-O0,F3_LATE,development_oof,42,at_risk,0.0,0.0,0.0,5289
C-O0,F3_LATE,future_presentation,42,not_at_risk,0.7166688559043741,1.0,0.83495294207667,5456
C-O0,F3_LATE,future_presentation,42,at_risk,0.0,0.0,0.0,2157
C-R0,F1_EARLY,development_oof,42,not_at_risk,0.7529081427998395,0.8111495246326706,0.7809444560016643,9256
C-R0,F1_EARLY,development_oof,42,at_risk,0.734910524719442,0.6629274965800274,0.6970655926352128,7310
C-R0,F1_EARLY,future_presentation,42,not_at_risk,0.7642624286878565,0.6875,0.7238517946738711,5456
C-R0,F1_EARLY,future_presentation,42,at_risk,0.5765027322404371,0.6673375503162737,0.6186034115138592,3478
C-R0,F2_MIDDLE,development_oof,42,not_at_risk,0.8333000199880072,0.9004319654427646,0.8655662825703312,9260
C-R0,F2_MIDDLE,development_oof,42,at_risk,0.8283693224125093,0.7273618829682903,0.7745865970409052,6118
C-R0,F2_MIDDLE,future_presentation,42,not_at_risk,0.8720591094691814,0.8220307917888563,0.8463062553071045,5456
C-R0,F2_MIDDLE,future_presentation,42,at_risk,0.6785832505792784,0.7570162481536189,0.7156571827544074,2708
C-R0,F3_LATE,development_oof,42,not_at_risk,0.8896909312728751,0.9450323974082073,0.916527021365731,9260
C-R0,F3_LATE,development_oof,42,at_risk,0.8920008487163166,0.7948572508980903,0.8406318736252749,5289
C-R0,F3_LATE,future_presentation,42,not_at_risk,0.9102217414818821,0.9254032258064516,0.9177497046260111,5456
C-R0,F3_LATE,future_presentation,42,at_risk,0.8030009680542111,0.7691237830319889,0.7856973715368222,2157
