phase,architecture_id,outer_fold,seed,inner_fold,stage,gate_mean,gate_std,gate_fraction_near_zero,gate_fraction_near_one,aggregate_gate_mean,aggregate_gate_std,aggregate_gate_fraction_near_zero,aggregate_gate_fraction_near_one,static_gate_mean,static_gate_std,static_gate_fraction_near_zero,static_gate_fraction_near_one,temporal_norm_mean,temporal_norm_std,aggregate_norm_mean,aggregate_norm_std,static_norm_mean,static_norm_std,gamma_mean,gamma_std,gamma_max_abs,beta_mean,beta_std,beta_max_abs
screening,A2_CONCAT_MLP,2,42,1,E2_EARLY_35PCT,,,,,,,,,,,,,4.84921932220459,0.5295902490615845,4.767559051513672,0.7876622676849365,3.138679265975952,0.6327565312385559,,,,,,
screening,A2_CONCAT_MLP,2,42,1,M1_MIDDLE_FROZEN,,,,,,,,,,,,,4.8541388511657715,0.5163972973823547,5.23323917388916,1.0022603273391724,3.1420769691467285,0.6375122666358948,,,,,,
screening,A2_CONCAT_MLP,2,42,1,L1_LATE_75PCT,,,,,,,,,,,,,4.841533660888672,0.5261595249176025,5.591953277587891,1.166338324546814,3.1437785625457764,0.6432802677154541,,,,,,
screening,A3_FILM,0,42,0,E1_EARLY_20PCT,,,,,,,,,,,,,5.060358047485352,0.304186075925827,3.8056368827819824,0.5860070586204529,3.478409767150879,0.6395235657691956,-0.03005822002887726,0.1759389042854309,1.8147879838943481,-0.0016995039768517017,0.20452816784381866,1.318400502204895
screening,A3_FILM,0,42,0,E2_EARLY_35PCT,,,,,,,,,,,,,5.147027969360352,0.36832183599472046,4.089426517486572,0.8598140478134155,3.479905128479004,0.6440818905830383,-0.038151729851961136,0.20965729653835297,2.1820363998413086,0.002424632664769888,0.24190066754817963,1.6034502983093262
screening,A3_FILM,0,42,0,M1_MIDDLE_FROZEN,,,,,,,,,,,,,5.267905235290527,0.3935141861438751,4.974670886993408,1.3493685722351074,3.4829483032226562,0.6482512950897217,-0.04687458276748657,0.2552783787250519,2.4746217727661133,0.005447563715279102,0.29621821641921997,1.8369354009628296
screening,A3_FILM,0,42,0,L1_LATE_75PCT,,,,,,,,,,,,,5.37141752243042,0.4239739179611206,5.818248748779297,1.6548596620559692,3.4853341579437256,0.6532130837440491,-0.05552441626787186,0.3186481297016144,2.7703287601470947,0.01636309176683426,0.36375075578689575,2.02303409576416
screening,A3_FILM,0,42,1,E1_EARLY_20PCT,,,,,,,,,,,,,5.052736282348633,0.23190434277057648,4.1098103523254395,0.6640278100967407,3.5288431644439697,0.612815260887146,-0.03879088908433914,0.1458754688501358,1.3399181365966797,-0.00026366321253590286,0.17679521441459656,1.0403306484222412
screening,A3_FILM,0,42,1,E2_EARLY_35PCT,,,,,,,,,,,,,5.1072235107421875,0.23044872283935547,4.528798580169678,0.7862886786460876,3.529052972793579,0.6152247786521912,-0.04604543372988701,0.1694539189338684,1.2572399377822876,0.0028222871478646994,0.2038934975862503,1.0606111288070679
screening,A3_FILM,0,42,1,M1_MIDDLE_FROZEN,,,,,,,,,,,,,5.148029327392578,0.20666000247001648,5.374763011932373,1.0962880849838257,3.5268774032592773,0.6155539155006409,-0.055372726172208786,0.21907615661621094,1.614641785621643,0.01321933139115572,0.27188846468925476,1.2531201839447021
screening,A3_FILM,0,42,1,L1_LATE_75PCT,,,,,,,,,,,,,5.197420120239258,0.1941533237695694,5.823654651641846,1.3331124782562256,3.528336524963379,0.6159659624099731,-0.056804049760103226,0.2504259943962097,1.6721992492675781,0.024040935561060905,0.31544145941734314,1.3732978105545044
