candidate_id,seed,outer_fold,actual,predicted,count
N3,123,0,1,2,0
N3,123,0,2,0,0
N3,123,0,2,1,1
N3,123,0,2,2,11
N3,123,1,0,0,21
N3,123,1,0,1,0
N3,123,1,0,2,0
N3,123,1,1,0,5
N3,123,1,1,1,18
N3,123,1,1,2,7
N3,123,1,2,0,0
N3,123,1,2,1,0
N3,123,1,2,2,12
N3,123,2,0,0,16
N3,123,2,0,1,5
N3,123,2,0,2,0
N3,123,2,1,0,4
N3,123,2,1,1,25
N3,123,2,1,2,2
N3,123,2,2,0,0
N3,123,2,2,1,0
N3,123,2,2,2,11
N3,123,3,0,0,21
N3,123,3,0,1,0
N3,123,3,0,2,0
N3,123,3,1,0,7
N3,123,3,1,1,24
N3,123,3,1,2,0
N3,123,3,2,0,0
N3,123,3,2,1,2
N3,123,3,2,2,9
N3,123,4,0,0,18
N3,123,4,0,1,2
N3,123,4,0,2,0
N3,123,4,1,0,4
N3,123,4,1,1,20
N3,123,4,1,2,7
N3,123,4,2,0,0
N3,123,4,2,1,0
N3,123,4,2,2,12
N3,155,0,0,0,20
N3,155,0,0,1,1
N3,155,0,0,2,0
N3,155,0,1,0,7
N3,155,0,1,1,24
N3,155,0,1,2,0
N3,155,0,2,0,0
N3,155,0,2,1,1
N3,155,0,2,2,11
N3,155,1,0,0,21
N3,155,1,0,1,0
N3,155,1,0,2,0
N3,155,1,1,0,30
N3,155,1,1,1,0
N3,155,1,1,2,0
N3,155,1,2,0,12
N3,155,1,2,1,0
N3,155,1,2,2,0
N3,155,2,0,0,16
N3,155,2,0,1,5
N3,155,2,0,2,0
N3,155,2,1,0,4
N3,155,2,1,1,25
N3,155,2,1,2,2
N3,155,2,2,0,0
N3,155,2,2,1,0
