dataset,model_id,outer_fold,seed,runtime_seconds,cache_hit
student_mat,hist_gradient_boosting_mat,3,42,1.1435769000090659,False
student_mat,hist_gradient_boosting_mat,3,1201,1.1180453000124544,False
student_mat,hist_gradient_boosting_mat,3,2026,1.1052311999956146,False
student_mat,hist_gradient_boosting_mat,3,3407,1.0805555999977514,False
student_mat,hist_gradient_boosting_mat,3,7319,1.1258358999621123,False
student_mat,hist_gradient_boosting_mat,4,42,1.0861773999640718,False
student_mat,hist_gradient_boosting_mat,4,1201,1.1023770000319928,False
student_mat,hist_gradient_boosting_mat,4,2026,1.2763625000370666,False
student_mat,hist_gradient_boosting_mat,4,3407,1.166226900066249,False
student_mat,hist_gradient_boosting_mat,4,7319,1.0841303000925109,False
student_mat,svm_mat,0,42,0.25058879994321615,False
student_mat,svm_mat,0,1201,0.25134680001065135,False
student_mat,svm_mat,0,2026,0.25284760002978146,False
student_mat,svm_mat,0,3407,0.2812655000016093,False
student_mat,svm_mat,0,7319,0.2472586000803858,False
student_mat,svm_mat,1,42,0.23722900007851422,False
student_mat,svm_mat,1,1201,0.2375904000364244,False
student_mat,svm_mat,1,2026,0.24254290002863854,False
student_mat,svm_mat,1,3407,0.23750110005494207,False
student_mat,svm_mat,1,7319,0.24013779999222606,False
student_mat,svm_mat,2,42,0.2616590999532491,False
student_mat,svm_mat,2,1201,0.2489449999993667,False
student_mat,svm_mat,2,2026,0.25543959997594357,False
student_mat,svm_mat,2,3407,0.25133279990404844,False
student_mat,svm_mat,2,7319,0.2509991000406444,False
student_mat,svm_mat,3,42,0.24683020007796586,False
student_mat,svm_mat,3,1201,0.24955599999520928,False
student_mat,svm_mat,3,2026,0.24680139997508377,False
student_mat,svm_mat,3,3407,0.24831200006883591,False
student_mat,svm_mat,3,7319,0.2480708999792114,False
student_mat,svm_mat,4,42,0.25682589993812144,False
student_mat,svm_mat,4,1201,0.25628189998678863,False
student_mat,svm_mat,4,2026,0.25657810003031045,False
student_mat,svm_mat,4,3407,0.25749019999057055,False
student_mat,svm_mat,4,7319,0.254544600029476,False
student_mat,xgboost_mat,0,42,0.2794049000367522,False
student_mat,xgboost_mat,0,1201,0.2843398000113666,False
student_mat,xgboost_mat,0,2026,0.2785732999909669,False
student_mat,xgboost_mat,0,3407,0.28309440007433295,False
student_mat,xgboost_mat,0,7319,0.30035290005616844,False
student_mat,xgboost_mat,1,42,0.3047226999187842,False
student_mat,xgboost_mat,1,1201,0.2930258000269532,False
student_mat,xgboost_mat,1,2026,0.29594799992628396,False
student_mat,xgboost_mat,1,3407,0.29080159997101873,False
student_mat,xgboost_mat,1,7319,0.3116653000470251,False
student_mat,xgboost_mat,2,42,0.2901926999911666,False
student_mat,xgboost_mat,2,1201,0.2912471001036465,False
student_mat,xgboost_mat,2,2026,0.29121469997335225,False
student_mat,xgboost_mat,2,3407,0.29092559998389333,False
student_mat,xgboost_mat,2,7319,0.30095669999718666,False
student_mat,xgboost_mat,3,42,0.28650659997947514,False
student_mat,xgboost_mat,3,1201,0.28628199989907444,False
student_mat,xgboost_mat,3,2026,0.29390299995429814,False
student_mat,xgboost_mat,3,3407,0.2917760999407619,False
student_mat,xgboost_mat,3,7319,0.33602599997539073,False
student_mat,xgboost_mat,4,42,0.28579779993742704,False
student_mat,xgboost_mat,4,1201,0.3059207999613136,False
student_mat,xgboost_mat,4,2026,0.2905415999703109,False
student_mat,xgboost_mat,4,3407,0.2927584000863135,False
student_mat,xgboost_mat,4,7319,0.3083316999254748,False
student_mat,mlp_mat,0,42,0.45754939992912114,False
student_mat,mlp_mat,0,1201,0.47892280004452914,False
student_mat,mlp_mat,0,2026,0.8175830999389291,False
student_mat,mlp_mat,0,3407,0.5460651000030339,False
student_mat,mlp_mat,0,7319,1.2738584999460727,False
student_mat,mlp_mat,1,42,0.47887609992176294,False
student_mat,mlp_mat,1,1201,0.6081666999962181,False
student_mat,mlp_mat,1,2026,0.5694578000111505,False
student_mat,mlp_mat,1,3407,0.42771339998580515,False
student_mat,mlp_mat,1,7319,0.375295199919492,False
student_mat,mlp_mat,2,42,0.48974160000216216,False
student_mat,mlp_mat,2,1201,0.714500300004147,False
student_mat,mlp_mat,2,2026,0.4075233000330627,False
student_mat,mlp_mat,2,3407,1.2547562000108883,False
student_mat,mlp_mat,2,7319,0.5127819000044838,False
student_mat,mlp_mat,3,42,0.3935293999966234,False
student_mat,mlp_mat,3,1201,0.33599369996227324,False
student_mat,mlp_mat,3,2026,0.3279307000339031,False
student_mat,mlp_mat,3,3407,0.3103535999543965,False
student_mat,mlp_mat,3,7319,0.2528019000310451,False
student_mat,mlp_mat,4,42,0.34495389997027814,False
student_mat,mlp_mat,4,1201,0.4327088000718504,False
student_mat,mlp_mat,4,2026,0.5797840999439359,False
student_mat,mlp_mat,4,3407,0.33926480007357895,False
student_mat,mlp_mat,4,7319,0.5443184999749064,False
student_mat,cnn_only_mat,0,42,2.680643599946052,False
student_mat,cnn_only_mat,0,1201,2.736565600032918,False
student_mat,cnn_only_mat,0,2026,2.747365399962291,False
student_mat,cnn_only_mat,0,3407,2.760494999936782,False
student_mat,cnn_only_mat,0,7319,2.7683102999581024,False
student_mat,cnn_only_mat,1,42,2.686026900075376,False
student_mat,cnn_only_mat,1,1201,2.778013000031933,False
student_mat,cnn_only_mat,1,2026,2.8430679999291897,False
student_mat,cnn_only_mat,1,3407,2.73307700001169,False
student_mat,cnn_only_mat,1,7319,2.7084578000940382,False
student_mat,cnn_only_mat,2,42,2.6629971999209374,False
student_mat,cnn_only_mat,2,1201,2.6488158999709412,False
student_mat,cnn_only_mat,2,2026,2.6387046000454575,False
student_mat,cnn_only_mat,2,3407,2.6595201999880373,False
student_mat,cnn_only_mat,2,7319,2.638725599972531,False
student_mat,cnn_only_mat,3,42,2.3672216999111697,False
student_mat,cnn_only_mat,3,1201,2.5490209000417963,False
student_mat,cnn_only_mat,3,2026,2.5020298999734223,False
student_mat,cnn_only_mat,3,3407,2.4167093000141904,False
student_mat,cnn_only_mat,3,7319,2.3998988000676036,False
student_mat,cnn_only_mat,4,42,2.4833121999399737,False
student_mat,cnn_only_mat,4,1201,2.656053000013344,False
student_mat,cnn_only_mat,4,2026,2.62427689996548,False
student_mat,cnn_only_mat,4,3407,2.7050921000773087,False
student_mat,cnn_only_mat,4,7319,2.6144950999878347,False
student_mat,bilstm_only_mat,0,42,3.84199769992847,False
student_mat,bilstm_only_mat,0,1201,3.966497899964452,False
student_mat,bilstm_only_mat,0,2026,3.874852400040254,False
student_mat,bilstm_only_mat,0,3407,3.866348100011237,False
student_mat,bilstm_only_mat,0,7319,3.961902500013821,False
student_mat,bilstm_only_mat,1,42,3.8495428999885917,False
student_mat,bilstm_only_mat,1,1201,3.944766099913977,False
student_mat,bilstm_only_mat,1,2026,3.8539640000090003,False
student_mat,bilstm_only_mat,1,3407,4.022993299993686,False
student_mat,bilstm_only_mat,1,7319,3.9332366000162438,False
student_mat,bilstm_only_mat,2,42,1.4646281000459567,False
student_mat,bilstm_only_mat,2,1201,1.3862468999577686,False
student_mat,bilstm_only_mat,2,2026,1.3661535000428557,False
student_mat,bilstm_only_mat,2,3407,1.3769967999542132,False
student_mat,bilstm_only_mat,2,7319,1.3040384000632912,False
student_mat,bilstm_only_mat,3,42,1.6598808000562713,False
student_mat,bilstm_only_mat,3,1201,1.6550091999815777,False
student_mat,bilstm_only_mat,3,2026,1.621673599933274,False
student_mat,bilstm_only_mat,3,3407,1.630741799948737,False
student_mat,bilstm_only_mat,3,7319,1.6253295000642538,False
student_mat,bilstm_only_mat,4,42,3.08891940000467,False
student_mat,bilstm_only_mat,4,1201,3.1502503000665456,False
student_mat,bilstm_only_mat,4,2026,3.09868010005448,False
student_mat,bilstm_only_mat,4,3407,3.185949100065045,False
student_mat,bilstm_only_mat,4,7319,3.1067196000367403,False
student_mat,cnn_bilstm_mat,0,42,3.6260655999649316,False
student_mat,cnn_bilstm_mat,0,1201,3.6966895000077784,False
student_mat,cnn_bilstm_mat,0,2026,3.780445000040345,False
student_mat,cnn_bilstm_mat,0,3407,3.723021899932064,False
student_mat,cnn_bilstm_mat,0,7319,3.643737999955192,False
student_mat,cnn_bilstm_mat,1,42,2.7907631000271067,False
student_mat,cnn_bilstm_mat,1,1201,2.9302106000250205,False
student_mat,cnn_bilstm_mat,1,2026,2.8290058999555185,False
student_mat,cnn_bilstm_mat,1,3407,2.8070188999408856,False
student_mat,cnn_bilstm_mat,1,7319,2.819363999995403,False
student_mat,cnn_bilstm_mat,2,42,2.9883949999930337,False
student_mat,cnn_bilstm_mat,2,1201,3.1637265000026673,False
student_mat,cnn_bilstm_mat,2,2026,3.039825199986808,False
student_mat,cnn_bilstm_mat,2,3407,3.041606199927628,False
student_mat,cnn_bilstm_mat,2,7319,3.0525383999338374,False
student_mat,cnn_bilstm_mat,3,42,2.5182029000716284,False
student_mat,cnn_bilstm_mat,3,1201,2.6617984999902546,False
student_mat,cnn_bilstm_mat,3,2026,2.5648854000028223,False
student_mat,cnn_bilstm_mat,3,3407,2.5383057999424636,False
student_mat,cnn_bilstm_mat,3,7319,2.6076146999839693,False
student_mat,cnn_bilstm_mat,4,42,3.5413411000045016,False
student_mat,cnn_bilstm_mat,4,1201,3.6826985999941826,False
student_mat,cnn_bilstm_mat,4,2026,3.6656970001058653,False
student_mat,cnn_bilstm_mat,4,3407,3.518481199978851,False
student_mat,cnn_bilstm_mat,4,7319,3.5263461999129504,False
student_por,logistic_regression_por,0,42,0.10406639997381717,False
student_por,logistic_regression_por,0,1201,0.08690709993243217,False
student_por,logistic_regression_por,0,2026,0.0793668000260368,False
student_por,logistic_regression_por,0,3407,0.07872579991817474,False
student_por,logistic_regression_por,0,7319,0.07928990002255887,False
student_por,logistic_regression_por,1,42,0.05682829988654703,False
student_por,logistic_regression_por,1,1201,0.06145430007018149,False
student_por,logistic_regression_por,1,2026,0.06297840003389865,False
student_por,logistic_regression_por,1,3407,0.06381890003103763,False
student_por,logistic_regression_por,1,7319,0.06038769998122007,False
student_por,logistic_regression_por,2,42,0.07384329999331385,False
student_por,logistic_regression_por,2,1201,0.07535399997141212,False
student_por,logistic_regression_por,2,2026,0.0752523000119254,False
student_por,logistic_regression_por,2,3407,0.0743209000211209,False
student_por,logistic_regression_por,2,7319,0.08160519995726645,False
student_por,logistic_regression_por,3,42,0.07321020006202161,False
student_por,logistic_regression_por,3,1201,0.07060609990730882,False
student_por,logistic_regression_por,3,2026,0.0700016999617219,False
student_por,logistic_regression_por,3,3407,0.07020399998873472,False
student_por,logistic_regression_por,3,7319,0.07011440000496805,False
student_por,logistic_regression_por,4,42,0.07021860009990633,False
student_por,logistic_regression_por,4,1201,0.07146939996164292,False
student_por,logistic_regression_por,4,2026,0.07098459999542683,False
student_por,logistic_regression_por,4,3407,0.06995579996146262,False
student_por,logistic_regression_por,4,7319,0.07085830008145422,False
student_por,decision_tree_por,0,42,0.0388830000301823,False
student_por,decision_tree_por,0,1201,0.03876929997932166,False
student_por,decision_tree_por,0,2026,0.043216000078246,False
student_por,decision_tree_por,0,3407,0.03895570000167936,False
student_por,decision_tree_por,0,7319,0.04090649995487183,False
student_por,decision_tree_por,1,42,0.038122399942949414,False
student_por,decision_tree_por,1,1201,0.03918890003114939,False
student_por,decision_tree_por,1,2026,0.03957609995268285,False
student_por,decision_tree_por,1,3407,0.04066010005772114,False
student_por,decision_tree_por,1,7319,0.04170000005979091,False
student_por,decision_tree_por,2,42,0.03696850000414997,False
student_por,decision_tree_por,2,1201,0.038691400084644556,False
student_por,decision_tree_por,2,2026,0.03914230002555996,False
student_por,decision_tree_por,2,3407,0.038710799999535084,False
student_por,decision_tree_por,2,7319,0.03937179991044104,False
student_por,decision_tree_por,3,42,0.03803219995461404,False
student_por,decision_tree_por,3,1201,0.03915389999747276,False
student_por,decision_tree_por,3,2026,0.039094600011594594,False
student_por,decision_tree_por,3,3407,0.039553900016471744,False
student_por,decision_tree_por,3,7319,0.03926710004452616,False
student_por,decision_tree_por,4,42,0.03837309998925775,False
student_por,decision_tree_por,4,1201,0.03843980003148317,False
student_por,decision_tree_por,4,2026,0.039876600028946996,False
student_por,decision_tree_por,4,3407,0.03965970000717789,False
student_por,decision_tree_por,4,7319,0.039048600010573864,False
student_por,random_forest_por,0,42,0.6170033999951556,False
student_por,random_forest_por,0,1201,0.6299303999403492,False
student_por,random_forest_por,0,2026,0.6551632999908179,False
student_por,random_forest_por,0,3407,0.6408985999878496,False
student_por,random_forest_por,0,7319,0.692058700020425,False
student_por,random_forest_por,1,42,0.6210400999989361,False
student_por,random_forest_por,1,1201,0.6158942000474781,False
student_por,random_forest_por,1,2026,0.6543759000487626,False
student_por,random_forest_por,1,3407,0.6174496000166982,False
student_por,random_forest_por,1,7319,0.6583994999527931,False
student_por,random_forest_por,2,42,0.621852400014177,False
student_por,random_forest_por,2,1201,0.6268648999975994,False
student_por,random_forest_por,2,2026,0.6516878999536857,False
student_por,random_forest_por,2,3407,0.6300914000021294,False
student_por,random_forest_por,2,7319,0.7256046000402421,False
student_por,random_forest_por,3,42,0.6233964000130072,False
student_por,random_forest_por,3,1201,0.6269012000411749,False
student_por,random_forest_por,3,2026,0.6524141000118107,False
student_por,random_forest_por,3,3407,0.6366282999515533,False
student_por,random_forest_por,3,7319,0.670269800000824,False
student_por,random_forest_por,4,42,0.6218746000668034,False
student_por,random_forest_por,4,1201,0.6249981999862939,False
student_por,random_forest_por,4,2026,0.6883562000002712,False
student_por,random_forest_por,4,3407,0.6433585999766365,False
student_por,random_forest_por,4,7319,0.6646184000419453,False
student_por,hist_gradient_boosting_por,0,42,1.0108688999898732,False
student_por,hist_gradient_boosting_por,0,1201,1.0203470000997186,False
student_por,hist_gradient_boosting_por,0,2026,1.0418077999493107,False
student_por,hist_gradient_boosting_por,0,3407,1.1174089000560343,False
student_por,hist_gradient_boosting_por,0,7319,1.100606600055471,False
student_por,hist_gradient_boosting_por,1,42,1.0231571999611333,False
student_por,hist_gradient_boosting_por,1,1201,1.0837652999907732,False
student_por,hist_gradient_boosting_por,1,2026,1.001515100011602,False
student_por,hist_gradient_boosting_por,1,3407,1.0355402999557555,False
student_por,hist_gradient_boosting_por,1,7319,1.0759072999935597,False
student_por,hist_gradient_boosting_por,2,42,0.9464713999768719,False
student_por,hist_gradient_boosting_por,2,1201,0.9806896999944001,False
student_por,hist_gradient_boosting_por,2,2026,1.039905000012368,False
student_por,hist_gradient_boosting_por,2,3407,1.1187197000253946,False
student_por,hist_gradient_boosting_por,2,7319,1.048183099948801,False
student_por,hist_gradient_boosting_por,3,42,1.7108975000446662,False
student_por,hist_gradient_boosting_por,3,1201,1.6735654999502003,False
student_por,hist_gradient_boosting_por,3,2026,1.7270459999563172,False
student_por,hist_gradient_boosting_por,3,3407,1.80888759996742,False
student_por,hist_gradient_boosting_por,3,7319,1.712146700010635,False
student_por,hist_gradient_boosting_por,4,42,1.058417799999006,False
student_por,hist_gradient_boosting_por,4,1201,1.121578700025566,False
student_por,hist_gradient_boosting_por,4,2026,1.0314804000081494,False
student_por,hist_gradient_boosting_por,4,3407,1.026935699977912,False
student_por,hist_gradient_boosting_por,4,7319,1.0087808000389487,False
student_por,svm_por,0,42,0.5393159000668675,False
student_por,svm_por,0,1201,0.5286569999298081,False
student_por,svm_por,0,2026,0.5452024000696838,False
student_por,svm_por,0,3407,0.566851400071755,False
student_por,svm_por,0,7319,0.5402772000525147,False
student_por,svm_por,1,42,0.40185289992950857,False
student_por,svm_por,1,1201,0.4138909999746829,False
student_por,svm_por,1,2026,0.4145227000117302,False
student_por,svm_por,1,3407,0.4238868000684306,False
student_por,svm_por,1,7319,0.4205898999935016,False
student_por,svm_por,2,42,0.6030191000318155,False
student_por,svm_por,2,1201,0.5670391999883577,False
student_por,svm_por,2,2026,0.5730495000025257,False
student_por,svm_por,2,3407,0.5499667000258341,False
student_por,svm_por,2,7319,0.5482272999361157,False
student_por,svm_por,3,42,0.5350808999501169,False
student_por,svm_por,3,1201,0.5203447999665514,False
student_por,svm_por,3,2026,0.5318104999605566,False
student_por,svm_por,3,3407,0.549268800066784,False
student_por,svm_por,3,7319,0.5350950999418274,False
student_por,svm_por,4,42,0.4502090000314638,False
student_por,svm_por,4,1201,0.4555667000822723,False
student_por,svm_por,4,2026,0.4647547999629751,False
student_por,svm_por,4,3407,0.4813854000531137,False
student_por,svm_por,4,7319,0.45985040010418743,False
student_por,xgboost_por,0,42,0.3516141000436619,False
student_por,xgboost_por,0,1201,0.34885740000754595,False
student_por,xgboost_por,0,2026,0.3444562000222504,False
student_por,xgboost_por,0,3407,0.3514417000114918,False
student_por,xgboost_por,0,7319,0.37834439997095615,False
student_por,xgboost_por,1,42,0.34146690007764846,False
student_por,xgboost_por,1,1201,0.35053340008016676,False
student_por,xgboost_por,1,2026,0.34959080000407994,False
student_por,xgboost_por,1,3407,0.35012910002842546,False
student_por,xgboost_por,1,7319,0.3613375999266282,False
student_por,xgboost_por,2,42,0.3505931000690907,False
student_por,xgboost_por,2,1201,0.34566479991190135,False
student_por,xgboost_por,2,2026,0.3448008999694139,False
student_por,xgboost_por,2,3407,0.34828779997769743,False
student_por,xgboost_por,2,7319,0.3639696000609547,False
student_por,xgboost_por,3,42,0.3472561000380665,False
student_por,xgboost_por,3,1201,0.3485718999290839,False
student_por,xgboost_por,3,2026,0.35080070002004504,False
student_por,xgboost_por,3,3407,0.35217039997223765,False
student_por,xgboost_por,3,7319,0.3535578999435529,False
student_por,xgboost_por,4,42,0.3520430999342352,False
student_por,xgboost_por,4,1201,0.34922779991757125,False
student_por,xgboost_por,4,2026,0.3526749999728054,False
student_por,xgboost_por,4,3407,0.3536328000482172,False
student_por,xgboost_por,4,7319,0.3722681999206543,False
student_por,mlp_por,0,42,1.100323099992238,False
student_por,mlp_por,0,1201,0.5635428999084979,False
student_por,mlp_por,0,2026,1.1565254998859018,False
student_por,mlp_por,0,3407,0.7861053000669926,False
student_por,mlp_por,0,7319,0.9505250999936834,False
student_por,mlp_por,1,42,0.9615574000636116,False
student_por,mlp_por,1,1201,0.4390928999055177,False
student_por,mlp_por,1,2026,0.5157238999381661,False
student_por,mlp_por,1,3407,0.5963096000486985,False
student_por,mlp_por,1,7319,0.879355699988082,False
student_por,mlp_por,2,42,0.5117234999779612,False
student_por,mlp_por,2,1201,0.3873421000316739,False
student_por,mlp_por,2,2026,0.3417999999364838,False
student_por,mlp_por,2,3407,0.5474098999984562,False
student_por,mlp_por,2,7319,0.5944573000306264,False
student_por,mlp_por,3,42,0.5938380000879988,False
student_por,mlp_por,3,1201,0.3865832999581471,False
student_por,mlp_por,3,2026,0.47085260006133467,False
student_por,mlp_por,3,3407,0.4144323000218719,False
student_por,mlp_por,3,7319,0.4244635000359267,False
student_por,mlp_por,4,42,0.3206167999887839,False
student_por,mlp_por,4,1201,0.5510210000211373,False
student_por,mlp_por,4,2026,0.3406783000100404,False
student_por,mlp_por,4,3407,0.5012057999847457,False
student_por,mlp_por,4,7319,0.6161836000392213,False
student_por,cnn_only_por,0,42,3.7283417000435293,False
student_por,cnn_only_por,0,1201,3.6515125998994336,False
student_por,cnn_only_por,0,2026,3.742579499958083,False
student_por,cnn_only_por,0,3407,3.609934499952942,False
student_por,cnn_only_por,0,7319,3.6220562999369577,False
student_por,cnn_only_por,1,42,2.5673834000481293,False
student_por,cnn_only_por,1,1201,2.6328589000040665,False
student_por,cnn_only_por,1,2026,2.6201923999469727,False
student_por,cnn_only_por,1,3407,2.6583894999930635,False
student_por,cnn_only_por,1,7319,2.6504256000043824,False
student_por,cnn_only_por,2,42,2.7353124000364915,False
student_por,cnn_only_por,2,1201,2.802856900030747,False
student_por,cnn_only_por,2,2026,2.768708399962634,False
student_por,cnn_only_por,2,3407,2.762656299979426,False
student_por,cnn_only_por,2,7319,2.7806128000374883,False
student_por,cnn_only_por,3,42,3.943055099924095,False
student_por,cnn_only_por,3,1201,3.986694799968973,False
student_por,cnn_only_por,3,2026,4.119058700045571,False
student_por,cnn_only_por,3,3407,3.971799200051464,False
student_por,cnn_only_por,3,7319,4.077990900026634,False
student_por,cnn_only_por,4,42,3.094389699981548,False
student_por,cnn_only_por,4,1201,3.1440669000148773,False
student_por,cnn_only_por,4,2026,3.120210599969141,False
student_por,cnn_only_por,4,3407,3.1261825000401586,False
student_por,cnn_only_por,4,7319,3.085948299965821,False
student_por,bilstm_only_por,0,42,5.491277400054969,False
student_por,bilstm_only_por,0,1201,5.572230400051922,False
student_por,bilstm_only_por,0,2026,5.615427199983969,False
student_por,bilstm_only_por,0,3407,5.544859800022095,False
student_por,bilstm_only_por,0,7319,5.524206999922171,False
student_por,bilstm_only_por,1,42,4.857732900069095,False
student_por,bilstm_only_por,1,1201,4.933962299954146,False
student_por,bilstm_only_por,1,2026,4.8043309999629855,False
student_por,bilstm_only_por,1,3407,4.7589654000476,False
student_por,bilstm_only_por,1,7319,4.758454499999061,False
student_por,bilstm_only_por,2,42,5.500357800046913,False
student_por,bilstm_only_por,2,1201,5.546363500063308,False
student_por,bilstm_only_por,2,2026,5.512341700028628,False
student_por,bilstm_only_por,2,3407,5.511913100024685,False
student_por,bilstm_only_por,2,7319,5.647879799944349,False
student_por,bilstm_only_por,3,42,5.5284902000566944,False
student_por,bilstm_only_por,3,1201,5.548881400027312,False
student_por,bilstm_only_por,3,2026,5.603647599928081,False
student_por,bilstm_only_por,3,3407,5.556161099928431,False
student_por,bilstm_only_por,3,7319,5.504705999977887,False
student_por,bilstm_only_por,4,42,5.33581379998941,False
student_por,bilstm_only_por,4,1201,5.36793479998596,False
student_por,bilstm_only_por,4,2026,5.3330386999296024,False
student_por,bilstm_only_por,4,3407,5.34176069998648,False
student_por,bilstm_only_por,4,7319,5.3314334999304265,False
student_por,cnn_bilstm_por,0,42,5.581025400082581,False
student_por,cnn_bilstm_por,0,1201,5.626618999987841,False
student_por,cnn_bilstm_por,0,2026,5.801393499947153,False
student_por,cnn_bilstm_por,0,3407,5.61233649996575,False
student_por,cnn_bilstm_por,0,7319,5.6391531999688596,False
student_por,cnn_bilstm_por,1,42,6.6842047000536695,False
student_por,cnn_bilstm_por,1,1201,6.753817999968305,False
student_por,cnn_bilstm_por,1,2026,6.611244699917734,False
