dataset,model_id,model_family,outer_fold,trial,state,params,S0_EARLY_NO_GRADE,S1_MID_G1_ONLY,S2_LATE_G1_G2,mean_stage_macro_f1,worst_stage_macro_f1,outer_rows_used_for_selection,selected_epochs
student_mat,random_forest_mat,random_forest,2,0,COMPLETE,"{""class_weight"": null, ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 300}",0.4054871566268423,0.7395648031553771,0.8777775023480386,0.6742764873767527,0.4054871566268423,False,
student_mat,random_forest_mat,random_forest,2,1,COMPLETE,"{""class_weight"": null, ""max_depth"": 8, ""min_samples_leaf"": 1, ""n_estimators"": 300}",0.3338474622691825,0.7513239187996469,0.8814564744884192,0.6555426185190828,0.3338474622691825,False,
student_mat,random_forest_mat,random_forest,2,2,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 300}",0.4177742335637073,0.7285431847709427,0.8779264273072739,0.6747479485473079,0.4177742335637073,False,
student_mat,random_forest_mat,random_forest,3,0,COMPLETE,"{""class_weight"": null, ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 300}",0.46032351498076957,0.7572158745489749,0.8797479134730027,0.6990957676675823,0.46032351498076957,False,
student_mat,random_forest_mat,random_forest,3,1,COMPLETE,"{""class_weight"": null, ""max_depth"": 8, ""min_samples_leaf"": 1, ""n_estimators"": 300}",0.3534591194968553,0.7410685865858279,0.8804092335065787,0.6583123131964207,0.3534591194968553,False,
student_mat,random_forest_mat,random_forest,3,2,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 300}",0.450927014943779,0.738420294671541,0.8777369781041751,0.6890280959064983,0.450927014943779,False,
student_mat,random_forest_mat,random_forest,4,0,COMPLETE,"{""class_weight"": null, ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 300}",0.404700021659086,0.6895425994741514,0.8894463410933073,0.6612296540755149,0.404700021659086,False,
student_mat,random_forest_mat,random_forest,4,1,COMPLETE,"{""class_weight"": null, ""max_depth"": 8, ""min_samples_leaf"": 1, ""n_estimators"": 300}",0.3566104120698909,0.7078204429920115,0.8896682850858224,0.6513663800492416,0.3566104120698909,False,
student_mat,random_forest_mat,random_forest,4,2,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 300}",0.4576083002594404,0.6939878848435646,0.8757753769773311,0.6757905206934454,0.4576083002594404,False,
student_mat,hist_gradient_boosting_mat,hist_gradient_boosting,0,0,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.454248173333508,0.7310282287111397,0.850973188665245,0.6787498635699643,0.454248173333508,False,
student_mat,hist_gradient_boosting_mat,hist_gradient_boosting,0,1,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.4422721061722097,0.6940906483075158,0.7933458649205071,0.6432362064667442,0.4422721061722097,False,
student_mat,hist_gradient_boosting_mat,hist_gradient_boosting,0,2,COMPLETE,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 250, ""max_leaf_nodes"": 31}",0.45291095197637254,0.725252017281185,0.8213250801899913,0.6664960164825163,0.45291095197637254,False,
student_mat,hist_gradient_boosting_mat,hist_gradient_boosting,1,0,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.4353212133201747,0.7020991066778831,0.8316665283048271,0.6563622827676284,0.4353212133201747,False,
student_mat,hist_gradient_boosting_mat,hist_gradient_boosting,1,1,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.42338628108902454,0.6615966783521047,0.7877148361559128,0.6242325985323474,0.42338628108902454,False,
student_mat,hist_gradient_boosting_mat,hist_gradient_boosting,1,2,COMPLETE,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 250, ""max_leaf_nodes"": 31}",0.41788575026724656,0.6856546741353098,0.8262897670105365,0.643276730471031,0.41788575026724656,False,
student_mat,hist_gradient_boosting_mat,hist_gradient_boosting,2,0,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.42855718377854785,0.6719280623714545,0.7962332993065294,0.6322395151521772,0.42855718377854785,False,
student_mat,hist_gradient_boosting_mat,hist_gradient_boosting,2,1,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.4101149425287356,0.6378314422836852,0.7600045607137806,0.6026503151754005,0.4101149425287356,False,
student_mat,hist_gradient_boosting_mat,hist_gradient_boosting,2,2,COMPLETE,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 250, ""max_leaf_nodes"": 31}",0.43181393205355856,0.689562779240858,0.7880963645799791,0.6364910252914652,0.43181393205355856,False,
student_mat,hist_gradient_boosting_mat,hist_gradient_boosting,3,0,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.4622716860264753,0.6964766845018752,0.8207869801733501,0.6598451169005668,0.4622716860264753,False,
student_mat,hist_gradient_boosting_mat,hist_gradient_boosting,3,1,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.46334982591167306,0.6344264801437144,0.7536119025007914,0.6171294028520595,0.46334982591167306,False,
student_mat,hist_gradient_boosting_mat,hist_gradient_boosting,3,2,COMPLETE,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 250, ""max_leaf_nodes"": 31}",0.4634457350988504,0.713217463721547,0.7961114261874772,0.6575915416692916,0.4634457350988504,False,
student_mat,hist_gradient_boosting_mat,hist_gradient_boosting,4,0,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.384393215412195,0.6501788067005458,0.8253473021875829,0.6199731081001079,0.384393215412195,False,
student_mat,hist_gradient_boosting_mat,hist_gradient_boosting,4,1,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.3941280102345294,0.5890732361320596,0.7311728629105456,0.5714580364257116,0.3941280102345294,False,
student_mat,hist_gradient_boosting_mat,hist_gradient_boosting,4,2,COMPLETE,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 250, ""max_leaf_nodes"": 31}",0.38014768722572717,0.5725764989540121,0.7844198477142851,0.5790480112980081,0.38014768722572717,False,
student_mat,svm_mat,svm,0,0,COMPLETE,"{""C"": 0.5, ""class_weight"": null, ""gamma"": ""scale""}",0.3604617243822144,0.7615676903849358,0.864760744322098,0.6622633863630827,0.3604617243822144,False,
student_mat,svm_mat,svm,0,1,COMPLETE,"{""C"": 1.0, ""class_weight"": null, ""gamma"": 0.1}",0.43469702191206466,0.7441265122424543,0.8765835533101729,0.6851356958215641,0.43469702191206466,False,
student_mat,svm_mat,svm,0,2,COMPLETE,"{""C"": 2.0, ""class_weight"": ""balanced"", ""gamma"": 0.1}",0.4925875767043359,0.743477651674373,0.8599787051790688,0.6986813111859259,0.4925875767043359,False,
student_mat,svm_mat,svm,1,0,COMPLETE,"{""C"": 0.5, ""class_weight"": null, ""gamma"": ""scale""}",0.3628384687208217,0.7614245736311315,0.8743791025652929,0.6662140483057487,0.3628384687208217,False,
student_mat,svm_mat,svm,1,1,COMPLETE,"{""C"": 1.0, ""class_weight"": null, ""gamma"": 0.1}",0.4127393873504379,0.7570522407586436,0.8723164448547817,0.6807026909879544,0.4127393873504379,False,
student_mat,svm_mat,svm,1,2,COMPLETE,"{""C"": 2.0, ""class_weight"": ""balanced"", ""gamma"": 0.1}",0.4679657099835621,0.7416112342941611,0.8143588258750442,0.674645256717589,0.4679657099835621,False,
student_mat,svm_mat,svm,2,0,COMPLETE,"{""C"": 0.5, ""class_weight"": null, ""gamma"": ""scale""}",0.34141414141414145,0.7393621861890297,0.8527232418442203,0.6444998564824639,0.34141414141414145,False,
student_mat,svm_mat,svm,2,1,COMPLETE,"{""C"": 1.0, ""class_weight"": null, ""gamma"": 0.1}",0.3488029146426093,0.716351752982154,0.8419668403811674,0.6357071693353102,0.3488029146426093,False,
student_mat,svm_mat,svm,2,2,COMPLETE,"{""C"": 2.0, ""class_weight"": ""balanced"", ""gamma"": 0.1}",0.4433036328736295,0.7055529795296155,0.8046474598198735,0.6511680240743728,0.4433036328736295,False,
student_mat,svm_mat,svm,3,0,COMPLETE,"{""C"": 0.5, ""class_weight"": null, ""gamma"": ""scale""}",0.3773668876365537,0.7418345366315541,0.8548577293698293,0.6580197178793123,0.3773668876365537,False,
student_mat,svm_mat,svm,3,1,COMPLETE,"{""C"": 1.0, ""class_weight"": null, ""gamma"": 0.1}",0.4076872807367385,0.7380135587682757,0.8295004132586947,0.6584004175879029,0.4076872807367385,False,
student_mat,svm_mat,svm,3,2,COMPLETE,"{""C"": 2.0, ""class_weight"": ""balanced"", ""gamma"": 0.1}",0.456429510839591,0.7320869939868496,0.7873247851072923,0.6586137633112443,0.456429510839591,False,
student_mat,svm_mat,svm,4,0,COMPLETE,"{""C"": 0.5, ""class_weight"": null, ""gamma"": ""scale""}",0.34972155926809867,0.7290045737191017,0.8387783760191757,0.6391681696687921,0.34972155926809867,False,
student_mat,svm_mat,svm,4,1,COMPLETE,"{""C"": 1.0, ""class_weight"": null, ""gamma"": 0.1}",0.3609092445496029,0.7152310371488454,0.837666506865733,0.6379355961880604,0.3609092445496029,False,
student_mat,svm_mat,svm,4,2,COMPLETE,"{""C"": 2.0, ""class_weight"": ""balanced"", ""gamma"": 0.1}",0.4306337638316302,0.7126093230491115,0.7903085279456437,0.6445172049421285,0.4306337638316302,False,
student_mat,xgboost_mat,xgboost,0,0,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}",0.3825292320035869,0.7441938182916384,0.8735951243890717,0.6667727248947658,0.3825292320035869,False,
student_mat,xgboost_mat,xgboost,0,1,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}",0.42860960904966133,0.7698372895069872,0.8764237245106518,0.6916235410224334,0.42860960904966133,False,
student_mat,xgboost_mat,xgboost,0,2,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}",0.47334782009704607,0.7671112361532569,0.8399213642390162,0.6934601401631064,0.47334782009704607,False,
student_mat,xgboost_mat,xgboost,1,0,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}",0.3782679225536368,0.7654334689850785,0.885095203439608,0.6762655316594411,0.3782679225536368,False,
student_mat,xgboost_mat,xgboost,1,1,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}",0.4657896213469906,0.7608726703066325,0.8803686330647603,0.7023436415727945,0.4657896213469906,False,
student_mat,xgboost_mat,xgboost,1,2,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}",0.4657881449831401,0.737710339600075,0.8400146558041294,0.6811710467957814,0.4657881449831401,False,
student_mat,xgboost_mat,xgboost,2,0,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}",0.34765186998793557,0.7227155418011999,0.8624564459930313,0.6442746192607223,0.34765186998793557,False,
student_mat,xgboost_mat,xgboost,2,1,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}",0.41568330047019564,0.702726574500768,0.853691279418824,0.6573670514632625,0.41568330047019564,False,
student_mat,xgboost_mat,xgboost,2,2,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}",0.4135702943053881,0.6949277137956383,0.8012227384178604,0.6365735821729622,0.4135702943053881,False,
student_mat,xgboost_mat,xgboost,3,0,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}",0.37278580100490705,0.7639256935623723,0.868241121247368,0.6683175386048825,0.37278580100490705,False,
student_mat,xgboost_mat,xgboost,3,1,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}",0.45438282647584965,0.7502411185193902,0.8506967090798074,0.6851068846916825,0.45438282647584965,False,
student_mat,xgboost_mat,xgboost,3,2,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}",0.44743323075754127,0.7178207179141758,0.8291402639228727,0.6647980708648632,0.44743323075754127,False,
student_mat,xgboost_mat,xgboost,4,0,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}",0.3400117911991263,0.6927475559278747,0.8588935202625976,0.6305509557965329,0.3400117911991263,False,
student_mat,xgboost_mat,xgboost,4,1,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}",0.3825730994152046,0.6866695120216247,0.8540099797314111,0.6410841970560802,0.3825730994152046,False,
student_mat,xgboost_mat,xgboost,4,2,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}",0.4103663738971021,0.6668202918373328,0.8040543624536576,0.6270803427293642,0.4103663738971021,False,
student_mat,mlp_mat,mlp,0,0,COMPLETE,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}",0.404852197509686,0.732535542155138,0.8668384642983331,0.6680754013210524,0.404852197509686,False,
student_mat,mlp_mat,mlp,0,1,COMPLETE,"{""alpha"": 0.001, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001}",0.37826172174846184,0.7319340990866444,0.8561070484815881,0.6554342897722315,0.37826172174846184,False,
student_mat,mlp_mat,mlp,0,2,COMPLETE,"{""alpha"": 0.01, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}",0.408311075101715,0.7727893845285151,0.8830335359023893,0.6880446651775398,0.408311075101715,False,
student_mat,mlp_mat,mlp,1,0,COMPLETE,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}",0.4073902604279727,0.727385274721958,0.8625422045680239,0.6657725799059849,0.4073902604279727,False,
student_mat,mlp_mat,mlp,1,1,COMPLETE,"{""alpha"": 0.001, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001}",0.4465692217873907,0.771802436675482,0.869559634284149,0.6959770975823405,0.4465692217873907,False,
student_mat,mlp_mat,mlp,1,2,COMPLETE,"{""alpha"": 0.01, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}",0.3827191409593203,0.7670383716572106,0.8614769409834367,0.6704114845333226,0.3827191409593203,False,
student_mat,mlp_mat,mlp,2,0,COMPLETE,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}",0.3904337853336031,0.7257959273015429,0.8521631544264986,0.6561309556872148,0.3904337853336031,False,
student_mat,mlp_mat,mlp,2,1,COMPLETE,"{""alpha"": 0.001, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001}",0.408558201243209,0.7172434501712105,0.8441980567387734,0.6566665693843977,0.408558201243209,False,
student_mat,mlp_mat,mlp,2,2,COMPLETE,"{""alpha"": 0.01, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}",0.38325679677880936,0.7534110554752758,0.8670015132489777,0.667889788501021,0.38325679677880936,False,
student_mat,mlp_mat,mlp,3,0,COMPLETE,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}",0.40850990027460615,0.7279328371433635,0.8398850075331584,0.6587759149837095,0.40850990027460615,False,
student_mat,mlp_mat,mlp,3,1,COMPLETE,"{""alpha"": 0.001, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001}",0.4019062955583126,0.7233310851584963,0.8296905078039599,0.651642629506923,0.4019062955583126,False,
student_mat,mlp_mat,mlp,3,2,COMPLETE,"{""alpha"": 0.01, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}",0.39470068330362446,0.7099236998102453,0.840743351157943,0.6484559114239375,0.39470068330362446,False,
student_mat,mlp_mat,mlp,4,0,COMPLETE,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}",0.40465927750410513,0.7354500249237091,0.8599415973725563,0.6666836332667901,0.40465927750410513,False,
student_mat,mlp_mat,mlp,4,1,COMPLETE,"{""alpha"": 0.001, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001}",0.4299831986844928,0.7520507186102042,0.8632868328849691,0.681773583393222,0.4299831986844928,False,
student_mat,mlp_mat,mlp,4,2,COMPLETE,"{""alpha"": 0.01, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}",0.35772723123752376,0.7256605150086325,0.8553130426396099,0.6462335962952555,0.35772723123752376,False,
student_mat,cnn_only_mat,cnn_only,0,0,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""balanced"", ""cnn_channels"": 16, ""context_hidden"": 16, ""dropout"": 0.15, ""fusion_hidden"": 16, ""input_projection"": 16, ""learning_rate"": 0.001, ""lstm_hidden"": 16, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.0001}",0.4307389010704892,0.7563924483458334,0.8538013545207789,0.680310901312367,0.4307389010704892,False,25.0
student_mat,cnn_only_mat,cnn_only,0,1,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""none"", ""cnn_channels"": 16, ""context_hidden"": 24, ""dropout"": 0.25, ""fusion_hidden"": 24, ""input_projection"": 24, ""learning_rate"": 0.0005, ""lstm_hidden"": 24, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.001}",0.21748400852878466,0.22666404869428627,0.21556031406138473,0.2199027904281519,0.21556031406138473,False,1.0
