candidate_id,seed,code_module,records,positive,negative,eligible,macro_f1,at_risk_recall
V3-P0,42,BBB,4205,1605,2600,True,0.8215736773591684,0.7264797507788162
V3-P0,42,CCC,1133,499,634,True,0.8389648343926666,0.779559118236473
V3-P0,42,DDD,2943,1369,1574,True,0.8131742564274912,0.7655222790357925
V3-P0,42,EEE,1173,401,772,True,0.8586869951075208,0.7531172069825436
V3-P0,42,FFF,3956,1582,2374,True,0.8362896341760279,0.7635903919089759
V3-P0,42,GGG,1636,608,1028,True,0.7975430140342266,0.6578947368421053
V3-P0,2026,AAA,332,54,278,True,0.7644289843033418,0.5740740740740741
V3-P0,2026,BBB,4205,1605,2600,True,0.8157115017982031,0.7426791277258566
V3-P0,2026,CCC,1133,499,634,True,0.8341109198472527,0.8076152304609219
V3-P0,2026,DDD,2943,1369,1574,True,0.8191499180035915,0.8115412710007305
V3-P0,2026,EEE,1173,401,772,True,0.8544241168644634,0.7655860349127181
V3-P0,2026,FFF,3956,1582,2374,True,0.8385234379098543,0.7920353982300885
V3-P0,2026,GGG,1636,608,1028,True,0.796538458800558,0.6595394736842105
V3-P0,3407,AAA,332,54,278,True,0.7486118122160526,0.5185185185185185
V3-P0,3407,BBB,4205,1605,2600,True,0.8207465129761621,0.7140186915887851
V3-P0,3407,CCC,1133,499,634,True,0.83130587393004,0.8016032064128257
V3-P0,3407,DDD,2943,1369,1574,True,0.821432523461125,0.7962016070124178
V3-P0,3407,EEE,1173,401,772,True,0.8535526038372339,0.7655860349127181
V3-P0,3407,FFF,3956,1582,2374,True,0.8340794557081398,0.7793931731984829
V3-P0,3407,GGG,1636,608,1028,True,0.8017069638477036,0.6743421052631579
